compound,model_family,strategy,omics_layer,fold,n_train,n_test,pearson,spearman,rmse,mae,r2
KX2-391,LightGBM,pathway_modules,multiomics_pathway,5,284,71,0.5440106785413734,0.4318913480885311,0.18196725322852134,0.15234065697883878,0.23113876434691383
ML210,LightGBM,pathway_modules,multiomics_pathway,1,256,64,0.5101087798197782,0.49474009550053966,0.1851212247904822,0.1603465949333392,0.23082970392997515
ML210,LightGBM,pathway_modules,multiomics_pathway,2,256,64,0.5159053354666764,0.4859432234432233,0.18365683139086444,0.1557756356723236,0.18859262342478278
ML210,LightGBM,pathway_modules,multiomics_pathway,3,256,64,0.3606999376912354,0.31781499332431706,0.21058927408872682,0.1805337285333045,0.10191715428222925
ML210,LightGBM,pathway_modules,multiomics_pathway,4,256,64,0.4840013387213172,0.5004006901709704,0.18057020910182853,0.14608950405887736,0.2335088298954061
ML210,LightGBM,pathway_modules,multiomics_pathway,5,256,64,0.31404950673739374,0.33470695970695963,0.20538134488712034,0.17585757301511962,0.06803197631873836
CAY10618,LightGBM,pathway_modules,multiomics_pathway,1,293,74,0.29798267130078493,0.32722937601323604,0.17951260118415274,0.13639954343467414,0.030576262710775293
CAY10618,LightGBM,pathway_modules,multiomics_pathway,2,293,74,0.5542080154889271,0.6073750462791557,0.16115124803011754,0.13352357152033167,0.258082672100175
CAY10618,LightGBM,pathway_modules,multiomics_pathway,3,294,73,0.3275698456386579,0.35197926646601263,0.1800274321130852,0.14879342511467172,0.10171273705614814
CAY10618,LightGBM,pathway_modules,multiomics_pathway,4,294,73,0.3269063374145955,0.28705417746513645,0.15870968750834927,0.12539467839393173,0.08587682690510767
CAY10618,LightGBM,pathway_modules,multiomics_pathway,5,294,73,0.5184099907791615,0.495279526101444,0.1561035254266175,0.12782395724558773,0.2621214502419682
Parbendazole,LightGBM,pathway_modules,multiomics_pathway,1,284,72,0.5047982559714137,0.3862777584801563,0.17422662905755582,0.14196282345172773,0.24418717887075392
Parbendazole,LightGBM,pathway_modules,multiomics_pathway,2,285,71,0.48884968129244855,0.36304797995893523,0.16578358797446927,0.13723282467461348,0.20031446125244912
Parbendazole,LightGBM,pathway_modules,multiomics_pathway,3,285,71,0.5106916489785847,0.4434272300469483,0.1476661201729158,0.11260436520660161,0.2518622910124838
Parbendazole,LightGBM,pathway_modules,multiomics_pathway,4,285,71,0.5402221150106137,0.4697005267740655,0.15551063790350259,0.12065545186575474,0.2900081369504929
Parbendazole,LightGBM,pathway_modules,multiomics_pathway,5,285,71,0.5707444510551349,0.4472837022132796,0.15321756064629458,0.13072608547122858,0.3163179554320331
Clofarabine,LightGBM,pathway_modules,multiomics_pathway,1,264,66,0.6256554165168731,0.33009080471767044,0.1718295917593884,0.13705180914022444,0.34125595270533327
Clofarabine,LightGBM,pathway_modules,multiomics_pathway,2,264,66,0.4832212561114563,0.45290108447393845,0.18204581082776378,0.14140277191492526,0.1230351141972198
Clofarabine,LightGBM,pathway_modules,multiomics_pathway,3,264,66,0.4836728505216372,0.27356225863688555,0.15681959628490239,0.13525564949434093,0.23318659565689082
Clofarabine,LightGBM,pathway_modules,multiomics_pathway,4,264,66,0.6860197493566826,0.5635346434154053,0.16188512952928408,0.13548756293544303,0.45759916486207763
Clofarabine,LightGBM,pathway_modules,multiomics_pathway,5,264,66,0.47562267759474763,0.19912534314144997,0.16665590910573339,0.14278624609060003,0.21904109082617185
