k_features,compound,model_family,strategy,omics_layer,fold,n_train,n_test,pearson,spearman,rmse,mae,r2
250,BI-2536,RidgeSelectK,single_omics,expr,5,288,71,0.6041191844823859,0.5128101945003354,0.16180319568390986,0.12802619205942303,0.3326378724311748
500,BI-2536,RidgeSelectK,single_omics,expr,1,287,72,0.6688674744478589,0.685381696572127,0.16041395759032728,0.126174247956279,0.44140107138869367
500,BI-2536,RidgeSelectK,single_omics,expr,2,287,72,0.5066904034713823,0.5517075053058075,0.2000957326020037,0.14757797315180096,0.24498474335208487
500,BI-2536,RidgeSelectK,single_omics,expr,3,287,72,0.58075448224216,0.6126760563380281,0.1617008303400002,0.11583963176497367,0.3216945875241948
500,BI-2536,RidgeSelectK,single_omics,expr,4,287,72,0.6751444631883083,0.5788153579008297,0.15689862576086236,0.1300814979168733,0.45321713264154795
500,BI-2536,RidgeSelectK,single_omics,expr,5,288,71,0.612701866940508,0.5460429242119382,0.16043551700366643,0.12769698273536217,0.34387225368860086
1000,BI-2536,RidgeSelectK,single_omics,expr,1,287,72,0.6985110026486128,0.6902051578879672,0.15512138697684744,0.12474051419754778,0.47765294574744244
1000,BI-2536,RidgeSelectK,single_omics,expr,2,287,72,0.5309860539522984,0.574409929899029,0.1965637889931003,0.14325269281902195,0.27140346012937966
1000,BI-2536,RidgeSelectK,single_omics,expr,3,287,72,0.6221733843264128,0.6843848479001867,0.15419336054105787,0.11331894341772689,0.3832173766297944
1000,BI-2536,RidgeSelectK,single_omics,expr,4,287,72,0.6912005048069045,0.5998134928291209,0.15398591112612273,0.12809486102179926,0.47332998556259054
1000,BI-2536,RidgeSelectK,single_omics,expr,5,288,71,0.6471927397443116,0.5666331321260898,0.1543158228550538,0.12365193377931498,0.3929726132265803
250,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,287,72,0.6775319234687738,0.6474049778120781,0.15870600227039564,0.12645138099950942,0.4532327473096346
250,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,287,72,0.4859871277622664,0.5121872789246897,0.2030250377766682,0.15135346642131622,0.2227168122781602
250,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,287,72,0.6208896656249884,0.6422277959997429,0.15452298118092608,0.11904195924231264,0.3805775536824523
250,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,287,72,0.6627111244742372,0.5386520033442667,0.15915676426565545,0.1337260279647003,0.4373649015015597
250,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,288,71,0.604209605216455,0.511066398390342,0.16177390145582862,0.12808119418442798,0.3328795003985181
500,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,287,72,0.6698040141345201,0.6861534503826614,0.1603190329664799,0.1267213066248603,0.44206197528160973
500,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,287,72,0.5074973301319982,0.5549231461830344,0.19997670942592366,0.14753858577230883,0.245882689406406
500,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,287,72,0.5796515421945855,0.6054087079554957,0.16186104838554763,0.11592708623530928,0.3203497507989014
500,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,287,72,0.6745920843152803,0.581838060325423,0.15701314437853772,0.13030166602547666,0.4524186594936107
500,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,288,71,0.6126115213471395,0.5441985244802146,0.1604138529565269,0.1277574246783315,0.3440494391770462
1000,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,287,72,0.6958207500499622,0.6843526914914143,0.15575617922953658,0.12534508951952283,0.47336907072281
1000,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,287,72,0.5212609912035969,0.5655990738954274,0.1982432944977716,0.14452919143482662,0.2588995327731951
1000,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,287,72,0.6150822855934128,0.6792076660878515,0.15527540346531238,0.11438133406080785,0.374530531233755
1000,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,287,72,0.6924117805879325,0.6072737796642872,0.1536793810271823,0.128097368772648,0.4754247165155874
1000,BI-2536,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,288,71,0.6421417112281886,0.5678403755868544,0.15523891782490795,0.12536682088088394,0.38568859185887905
250,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,1,287,72,0.6772884081584996,0.6389156858961992,0.15881340541722846,0.12708752206648885,0.4524924552805568
250,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,2,287,72,0.48830442076665287,0.5136343173194419,0.20247510442307162,0.1511505462334983,0.22692195892540679
250,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,3,287,72,0.6022384920959298,0.6211331918451349,0.15759332693846498,0.1230449513286541,0.3557173588120992
250,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,4,287,72,0.6566913664624198,0.5318348446845457,0.1602513033940173,0.13332775274985853,0.42959968101297696
250,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,5,288,71,0.6062539163899291,0.5105633802816901,0.1616826088280762,0.12711426983633176,0.3336322299596465
500,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,1,287,72,0.7000709541565479,0.6958646858318864,0.15538651719137656,0.1263490270518776,0.4758658506041976
500,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,2,287,72,0.5074391879150513,0.5560486204900638,0.19913833130987804,0.14944460812758006,0.25219252585382823
500,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,3,287,72,0.5878033973467611,0.6238664865907777,0.15951212708429482,0.1231196038798763,0.3399327349665573
500,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,4,287,72,0.6466343155417215,0.5622548073831115,0.16230566888967599,0.13607969662234076,0.4148812754794131
500,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,5,288,71,0.6028207371410081,0.48407109322602276,0.1612081937271402,0.12811511336471446,0.3375370546993762
1000,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,1,287,72,0.7017520681510443,0.7102707569618627,0.1552324064468021,0.1240222949791475,0.4769049967247302
1000,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,2,287,72,0.4894186962165163,0.536786931635475,0.2018677175860393,0.15321945806577877,0.23155317653568064
1000,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,3,287,72,0.5496981695040193,0.6206508457135509,0.1652331920053089,0.12327726287164323,0.29173567374232123
1000,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,4,287,72,0.633731109581424,0.5024117306579202,0.16462712130872095,0.1390301444521257,0.3980237087933457
1000,BI-2536,RidgeSelectK,signal_fusion,signal_multiomics,5,288,71,0.5733996582668301,0.45975855130784704,0.16452968893612235,0.13205917706137066,0.3099573719133214
250,BI-2536,RidgeSelectK,early_fusion,multiomics,1,287,72,0.6852102622279959,0.6482410444401571,0.1572798032616572,0.12483953575776457,0.4630155545366399
250,BI-2536,RidgeSelectK,early_fusion,multiomics,2,287,72,0.48830442076665287,0.5136343173194419,0.20247510442307162,0.1511505462334983,0.22692195892540679
250,BI-2536,RidgeSelectK,early_fusion,multiomics,3,287,72,0.6022384920959298,0.6211331918451349,0.15759332693846498,0.1230449513286541,0.3557173588120992
250,BI-2536,RidgeSelectK,early_fusion,multiomics,4,287,72,0.6566913664624198,0.5318348446845457,0.1602513033940173,0.13332775274985853,0.42959968101297696
250,BI-2536,RidgeSelectK,early_fusion,multiomics,5,288,71,0.6062539163899291,0.5105633802816901,0.1616826088280762,0.12711426983633176,0.3336322299596465
500,BI-2536,RidgeSelectK,early_fusion,multiomics,1,287,72,0.645161877377564,0.6534182262524922,0.1644009404460958,0.1315097367010018,0.4132887894261288
500,BI-2536,RidgeSelectK,early_fusion,multiomics,2,287,72,0.4968688413985655,0.5434111518425623,0.20086780362015308,0.1514704969536474,0.23914703755468958
500,BI-2536,RidgeSelectK,early_fusion,multiomics,3,287,72,0.591417735301364,0.637693742362853,0.15880909404648133,0.12252522975147818,0.3457382681132355
500,BI-2536,RidgeSelectK,early_fusion,multiomics,4,287,72,0.6425826788070585,0.5622548073831115,0.1630536528910405,0.13592562122967156,0.4094758214079651
500,BI-2536,RidgeSelectK,early_fusion,multiomics,5,288,71,0.6072919856786043,0.52981220657277,0.16034765241063437,0.1262894522242859,0.34459073064418944
1000,BI-2536,RidgeSelectK,early_fusion,multiomics,1,287,72,0.6843774863102641,0.6889510579458488,0.15816601266291735,0.12692729819104803,0.45694711658671094
1000,BI-2536,RidgeSelectK,early_fusion,multiomics,2,287,72,0.47588548377277995,0.5531867001093319,0.20338391437822492,0.15452123309302054,0.21996645898798872
1000,BI-2536,RidgeSelectK,early_fusion,multiomics,3,287,72,0.5389216201969314,0.6026432568010806,0.16632345137804935,0.12590019987867937,0.282358146259744
1000,BI-2536,RidgeSelectK,early_fusion,multiomics,4,287,72,0.6023404197748591,0.512219435333462,0.16944986733795953,0.14110429533189178,0.36223734495125126
1000,BI-2536,RidgeSelectK,early_fusion,multiomics,5,288,71,0.5709638212605893,0.47743125419181753,0.16464016129190287,0.13086506234096573,0.3090304118311511
250,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,1,292,74,0.6641567677604797,0.664687152906331,0.17230973671270672,0.14246931225407478,0.39809733792973023
250,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,2,293,73,0.48311424673530406,0.49947550290016046,0.17393369966343408,0.14398691347237408,0.20990964209179497
250,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,3,293,73,0.43170022188279095,0.43527088732568187,0.18571797588862518,0.15054090538350198,0.14011189755792386
250,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,4,293,73,0.5417143481384504,0.5135135135135136,0.168465651213704,0.1351333017137782,0.2855517445481104
250,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,5,293,73,0.552499095988824,0.5463408614093547,0.16948704308004273,0.13573207981939064,0.29847169091487546
500,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,1,292,74,0.6381640978893883,0.659059607552758,0.178648869961864,0.14704194986944552,0.352995690626582
500,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,2,293,73,0.4978440309552256,0.48972602739726034,0.17139051565174332,0.14321035100583066,0.2328454535873048
500,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,3,293,73,0.45858227859586287,0.45402937183759107,0.18109840859964413,0.14405710416714285,0.1823577502154451
500,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,4,293,73,0.6216533803420063,0.5800629396519809,0.15787967544493864,0.12510997628084367,0.37251911588500664
500,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,5,293,73,0.5589297122378714,0.5614895717635445,0.16908219317781822,0.13412276244013188,0.3018191380547153
1000,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,1,292,74,0.6328683057783282,0.6415549796371712,0.17782561668421695,0.14885991848987043,0.35894502731073064
1000,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,2,293,73,0.5179127336436282,0.5121559916080465,0.16851233617851544,0.14083676613475618,0.25839492810051357
1000,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,3,293,73,0.4947394585230776,0.5010181414291004,0.1764734398432934,0.14063359948091964,0.22358707091786256
1000,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,4,293,73,0.6353532287424075,0.5948722695298038,0.15544625051739858,0.12570491619058657,0.39171297639537506
1000,"1S,3R-RSL-3",RidgeSelectK,single_omics,expr,5,293,73,0.5763213531184488,0.569974083672714,0.1654933328747194,0.13578500628533324,0.3311431183025959
250,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,1,292,74,0.665711867686213,0.6668493150684931,0.1721439955354639,0.14318126021558025,0.3992546965228162
250,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,2,293,73,0.48311424673530406,0.49947550290016046,0.17393369966343408,0.14398691347237408,0.20990964209179497
250,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,3,293,73,0.4221579791850456,0.4228063680118475,0.186644488368764,0.15149391643331997,0.131510852436434
250,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,4,293,73,0.539683645665304,0.5146550660249292,0.16871276581482803,0.13527490394630082,0.2834542239981812
250,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,5,293,73,0.5534115236090346,0.5483154387263977,0.16933430085714937,0.1355566575904033,0.2997355599175925
500,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,1,292,74,0.6386347160274377,0.6596223620881154,0.1784030888404186,0.14703538555122259,0.35477473412903926
500,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,2,293,73,0.4965860361680228,0.4921016907318278,0.17140277098580362,0.14309115539793063,0.2327357383986498
500,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,3,293,73,0.45665407776154743,0.4598605454769839,0.18118188231359833,0.14419765861424427,0.1816038245965398
500,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,4,293,73,0.6036512041973126,0.5646365543625819,0.1607082134977566,0.12863733533925048,0.3498340869354958
500,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,5,293,73,0.5765719525666885,0.5690485005553498,0.16534171030780861,0.13403198465841926,0.33236815061804303
1000,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,1,292,74,0.6295673680882,0.64401332839689,0.17822518127227194,0.1488360083772169,0.35606095874422805
1000,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,2,293,73,0.525328469708475,0.5176786375416513,0.1676305333631888,0.13967636580988724,0.2661360637288689
1000,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,3,293,73,0.49842629104681835,0.5011415525114156,0.17613296898350525,0.14045691749880704,0.2265800536116207
1000,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,4,293,73,0.6288710186226396,0.5859558188325312,0.15642590532613654,0.12690613389532143,0.3840217122487488
1000,"1S,3R-RSL-3",RidgeSelectK,metadata_augmented,expr_plus_lineage,5,293,73,0.5714995864676569,0.5668579538442553,0.1662626423289737,0.13570548357498277,0.32491019161946944
250,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,1,292,74,0.6487664724157326,0.6421177341725285,0.17430642434584623,0.1486158302850126,0.38406708299370407
250,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,2,293,73,0.45499235550100803,0.42302233740589906,0.17659670207014957,0.14590439769912447,0.18553116669406655
250,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,3,293,73,0.4423933783541735,0.45692953227199806,0.18333304667008624,0.14663943057585657,0.16205489557631947
250,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,4,293,73,0.546457204130945,0.5165679378008146,0.16800488509149575,0.13782277514751484,0.289454538564035
250,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,5,293,73,0.5510175211972915,0.5690485005553498,0.1704585495137914,0.13692202341920973,0.29040626528322433
500,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,1,292,74,0.6123537393920053,0.6305664568678266,0.17949448259284065,0.15109446591185124,0.3468561626518386
500,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,2,293,73,0.4891292607796347,0.46535233864000997,0.17311162245301948,0.14026351411374485,0.21736053113524123
500,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,3,293,73,0.47042048140770376,0.48809083055658403,0.17908932051312978,0.14196350291651463,0.20039880594870563
500,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,4,293,73,0.5849612395959328,0.5315006787609529,0.16481335944469494,0.13491397846698205,0.3161940528511976
500,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,5,293,73,0.5546090714973563,0.5740466493891152,0.16923055103283896,0.13910013506821628,0.3005933903217697
1000,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,1,292,74,0.6389052405627366,0.6753498704183635,0.17477943701686838,0.1455369264718876,0.38071965178671363
1000,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,2,293,73,0.5458874150828774,0.4972849561890658,0.16596079931706934,0.14054303871910725,0.2806829938708134
1000,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,3,293,73,0.5046471280704194,0.49373688757250406,0.17564300140029218,0.13849899249259706,0.2308770755790105
1000,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,4,293,73,0.66217233137093,0.5941626558064915,0.1517571503628748,0.13054189249358913,0.4202424996950449
1000,"1S,3R-RSL-3",RidgeSelectK,signal_fusion,signal_multiomics,5,293,73,0.573813771567763,0.5866962853264224,0.16695594067320785,0.13765810141682422,0.31926834115184366
250,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,1,292,74,0.6361720171374742,0.6344168826360607,0.175434793738969,0.14875686556436596,0.37606681118863894
250,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,2,293,73,0.4421176285161031,0.4144761199555721,0.1779016429972271,0.1454617930733863,0.1734498475598507
250,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,3,293,73,0.46244634499357157,0.4727878563495002,0.18017707422232956,0.14425809679893117,0.1906560634266956
250,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,4,293,73,0.5700953814910864,0.5428853511045293,0.16461230512261393,0.13606679328742652,0.3178613725999546
250,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,5,293,73,0.5685113694615952,0.5784277428113045,0.16674758935451828,0.13499884908943335,0.3209663081674039
500,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,1,292,74,0.6356795131458901,0.6653091447611994,0.17616785598049478,0.14938740141889387,0.37084165091558086
500,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,2,293,73,0.45020631038913506,0.4338208071084784,0.1776251507399029,0.143951392804048,0.1760170765168646
500,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,3,293,73,0.47233825250034983,0.46923978773293845,0.177990538769221,0.14075935511735435,0.2101804272875205
500,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,4,293,73,0.6195361753654498,0.5659015179563126,0.1592421343794802,0.13324833038949874,0.3616424050548752
500,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,5,293,73,0.5361353991470041,0.5637109712452179,0.17133343124538822,0.13992861063590695,0.28310356608509246
1000,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,1,292,74,0.6473911756054065,0.6792891521658644,0.17194806305394877,0.1453213674668077,0.40062144221862517
1000,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,2,293,73,0.4666127394315547,0.4548623966432187,0.1760130491203891,0.1450957120861171,0.1909059170279801
1000,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,3,293,73,0.48127206326722083,0.455417746513637,0.17719809955992952,0.1418843400990799,0.21719755010411923
1000,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,4,293,73,0.5899273091415321,0.5264099716154511,0.1623408968912917,0.1375159226407646,0.33655651769794215
1000,"1S,3R-RSL-3",RidgeSelectK,early_fusion,multiomics,5,293,73,0.3705395826996123,0.5275515241268667,0.20069982987376656,0.1524188170143077,0.016291998774249583
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,1,288,72,0.4615293532338741,0.3913434947585054,0.19233648407910278,0.15473698387100068,0.20847443612456573
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,2,288,72,0.4826967645008763,0.5363367419126633,0.19461968382332354,0.13784541004936748,0.21754327684196106
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,3,288,72,0.460980511394755,0.4345295517396618,0.17320371064790355,0.14147242769705728,0.2031839693057017
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,4,288,72,0.6421600848078493,0.5751173708920189,0.1463292751083994,0.11984678665489877,0.38741791835007744
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,5,288,72,0.5484452143715712,0.5300983986108432,0.1446198374201598,0.1121193283464564,0.2975667665971249
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,1,288,72,0.4752341261208465,0.43649109267477015,0.1904437374063571,0.15324752671354547,0.22397628793375468
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,2,288,72,0.4931122160622382,0.5424464595793943,0.19310511901112587,0.13523480808062718,0.2296743227889393
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,3,288,72,0.48070917963797777,0.44414431796257003,0.17207851193424467,0.1400115468638864,0.2135031953186859
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,4,288,72,0.6933519940594542,0.6657341308122711,0.1385431935019699,0.11434301601799543,0.4508737115645892
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,5,288,72,0.5741121905406941,0.5548266769567175,0.14159915192574363,0.11099361701008506,0.32660386836298483
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,1,288,72,0.4582806853685003,0.43980320277831375,0.19267321316790592,0.15820926287273204,0.20570051630579822
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,2,288,72,0.5033387543729628,0.5509035950865008,0.19253712546276153,0.13508878645113429,0.23419928342756802
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,3,288,72,0.4731339547346311,0.43189272622033575,0.17459749397917682,0.140321447484505,0.19030829367662982
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,4,288,72,0.6452028490078927,0.623062576371471,0.14362877370031976,0.1206841709212118,0.40981964139256377
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,single_omics,expr,5,288,72,0.54692659609229,0.524567496302013,0.14519641392712188,0.11729489229883115,0.29195462021551766
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,1,288,72,0.4588289704615888,0.3840761463759728,0.19259495531866594,0.15490251306127525,0.20634562461601536
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,2,288,72,0.4838906270613802,0.5363688983214355,0.19448908969582154,0.13797075367106393,0.21859301618087323
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,3,288,72,0.465660835299634,0.43732715930284916,0.17265674079283613,0.14101558797771768,0.20820864428696528
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,4,288,72,0.6416240842835585,0.5693613737217829,0.1463533888920898,0.11996270766407603,0.38721600538468215
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,5,288,72,0.5517441488471393,0.5313524985529617,0.14412954960438143,0.11195083790740457,0.3023214486882262
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,1,288,72,0.4729905441323774,0.4383561643835617,0.19074127579765945,0.15350822926724417,0.22154956369430834
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,2,288,72,0.4963519083156377,0.5442793748794136,0.19258511384904312,0.13488663896327405,0.23381749606804092
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,3,288,72,0.4799424922031437,0.4433725641520355,0.1721717938103185,0.13998216557266577,0.21265026159597444
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,4,288,72,0.6925867282387327,0.6666345102578946,0.13845731015990795,0.11404001763492443,0.451554310619831
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,5,288,72,0.5768680231776413,0.5518361309408966,0.14128570367088553,0.11065558631994989,0.32958186955195035
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,1,288,72,0.4514738874646355,0.43906360537655165,0.19357126630982444,0.1586398199309896,0.1982787731283817
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,2,288,72,0.5051872713629035,0.5505820309987781,0.19233198036560106,0.13515159081044723,0.23583030984051823
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,3,288,72,0.4560932326673555,0.4148176731622613,0.17675025160500113,0.14184053724722467,0.17021847640862964
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,4,288,72,0.6431276841701785,0.6167920766608785,0.14390413132845528,0.12102130463869767,0.4075545459241391
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,metadata_augmented,expr_plus_lineage,5,288,72,0.5474735037209224,0.5225416425493601,0.14511791969430213,0.1168714885830008,0.2927199622042237
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,1,288,72,0.45065233303650476,0.37204964949514446,0.1933845590951187,0.15516276708017596,0.1998246115214637
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,2,288,72,0.4873814100210909,0.5292944883915366,0.19397656980564895,0.13721294773223403,0.22270593520036952
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,3,288,72,0.457350836580616,0.43301820052736517,0.17375714448483875,0.14236982186874267,0.19808373806826884
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,4,288,72,0.6253238376457143,0.5519326001672135,0.1486601178857563,0.12164973333986283,0.36774715438629346
250,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,5,288,72,0.5441523709191,0.5221236092353208,0.14519158359745185,0.11555948796012437,0.2920017293089745
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,1,288,72,0.44004893541814527,0.39758183806032543,0.1946238655789958,0.156552337016251,0.18953588846629554
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,2,288,72,0.5117061222022006,0.5563701845777864,0.19029982500099085,0.13544481917955706,0.25189324018641723
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,3,288,72,0.4456702305622373,0.4209273908289923,0.17821102989851523,0.1435583036182153,0.1564460972838947
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,4,288,72,0.659284687184229,0.6226766994662036,0.14349644887410054,0.11868227626687641,0.41090660379960964
500,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,5,288,72,0.5158088612080802,0.5038266126438999,0.14853117249625267,0.1186815884406623,0.25905745722226947
1000,docetaxel:tanespimycin (2:1 mol/mol),RidgeSelectK,signal_fusion,signal_multiomics,1,288,72,0.37343842165161223,0.35011897871245745,0.20201507910419222,0.16017096821755505,0.1268091505408112
