k_features,compound,model_family,strategy,omics_layer,fold,n_train,n_test,pearson,spearman,rmse,mae,r2
250,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,299,75,0.5962010026300371,0.6166714082503557,0.21063096846204313,0.16727315393651843,0.3418605018111218
250,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,299,75,0.6126316697102583,0.5319203413940257,0.19431121819642938,0.15610589818094664,0.36394412537367005
250,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,299,75,0.7148334367045446,0.6477382645803698,0.138835007995482,0.11227513346772357,0.5032789735786414
250,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,299,75,0.6464443917691998,0.6049502133712659,0.18013373709897135,0.13862841490778513,0.4074044323442728
250,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,300,74,0.5982516069066585,0.5171269900037022,0.1680781558085088,0.141500489715422,0.35671442083106475
500,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,299,75,0.599192353603366,0.6325177809388335,0.2095014587510816,0.1656654040897156,0.34890012930438496
500,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,299,75,0.6290741630752195,0.5588335704125177,0.1911112161083401,0.15525260038988764,0.3847213134414976
500,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,299,75,0.7112379269014524,0.6607112375533428,0.13958302326559655,0.11220626121483834,0.4979120873742555
500,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,299,75,0.6696854872838242,0.6475675675675676,0.17585446857159634,0.13758788573213612,0.435225476773053
500,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,300,74,0.5541659809943168,0.5193187708256201,0.17573684031192952,0.14340118964508172,0.2967546089182732
1000,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,299,75,0.6183360420743105,0.6572119487908961,0.20506142568403407,0.16240937059332855,0.3762056289879079
1000,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,299,75,0.6048157731048687,0.5380654338549076,0.1954076302579257,0.15701278319132464,0.35674591169952374
1000,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,299,75,0.7006218872020505,0.6561024182076813,0.14257584298948103,0.11371792108902097,0.4761505875526312
1000,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,299,75,0.6667885247793388,0.6295021337126601,0.17480977850914037,0.14038217428570376,0.44191580204078884
1000,Vincristine,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,300,74,0.5928930304559551,0.5435172158459828,0.168827409835652,0.13689468849475026,0.3509663972826802
250,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,1,299,75,0.5988448241723612,0.614452347083926,0.21010892901971534,0.1670185196634735,0.34511879769941545
250,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,2,299,75,0.6047572117471764,0.5092176386913229,0.1957383417450505,0.15962428731726755,0.35456675900998036
250,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,3,299,75,0.7141229297371553,0.6568136557610241,0.13900012928350708,0.11258192763699827,0.502096735885065
250,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,4,299,75,0.6470982007945363,0.6060028449502133,0.17989146697506686,0.13940615795159486,0.40899737832077476
250,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,5,300,74,0.5977211372810133,0.5093965198074787,0.16809282578819992,0.1416912502379796,0.3566021230946931
500,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,1,299,75,0.5957585248748056,0.6243243243243243,0.20977615541635866,0.16510894454497327,0.34719157585640414
500,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,2,299,75,0.6119352456106452,0.5618492176386913,0.1940057158122987,0.1586426384255632,0.3659426083488577
500,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,3,299,75,0.6948633375769311,0.6468847795163584,0.143126251459064,0.1143242629384706,0.47209818017541727
500,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,4,299,75,0.6655307285075297,0.6675960170697013,0.1768785598815436,0.13633196945103002,0.4286283764479777
500,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,5,300,74,0.5810766588869882,0.5051314328026656,0.17068819293204426,0.14102987716950702,0.3365805065622679
1000,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,1,299,75,0.6238566546590447,0.6577524893314367,0.2049123869099447,0.15988570065995,0.37711204776331786
1000,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,2,299,75,0.5779284324101784,0.5239260312944523,0.1998317669555464,0.16450522118999047,0.32728892729732373
1000,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,3,299,75,0.6888823857845994,0.6508392603129445,0.14416469927917197,0.1130596644487566,0.46441004181491385
1000,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,4,299,75,0.6668579634107752,0.638122332859175,0.17462950956834886,0.13982493213129524,0.44306623395099365
1000,Vincristine,RidgeSelectK,signal_fusion,signal_multiomics,5,300,74,0.5927950796687328,0.5190522028878192,0.16906931889742094,0.1382328171642089,0.3491050929358267
250,Vincristine,RidgeSelectK,early_fusion,multiomics,1,299,75,0.5988448241723612,0.614452347083926,0.21010892901971534,0.1670185196634735,0.34511879769941545
250,Vincristine,RidgeSelectK,early_fusion,multiomics,2,299,75,0.6047572117471764,0.5092176386913229,0.1957383417450505,0.15962428731726755,0.35456675900998036
250,Vincristine,RidgeSelectK,early_fusion,multiomics,3,299,75,0.7141229297371553,0.6568136557610241,0.13900012928350708,0.11258192763699827,0.502096735885065
250,Vincristine,RidgeSelectK,early_fusion,multiomics,4,299,75,0.6470982007945363,0.6060028449502133,0.17989146697506686,0.13940615795159486,0.40899737832077476
250,Vincristine,RidgeSelectK,early_fusion,multiomics,5,300,74,0.332356832536327,0.48730099962976664,0.24359312147337978,0.16869731391520323,-0.3511740894981452
500,Vincristine,RidgeSelectK,early_fusion,multiomics,1,299,75,0.6079581624304984,0.6287055476529161,0.20788986104112542,0.1635277517736406,0.35887881999943594
500,Vincristine,RidgeSelectK,early_fusion,multiomics,2,299,75,0.6233321393314772,0.5737126600284496,0.19210284548515208,0.15710993579031846,0.3783196868224221
500,Vincristine,RidgeSelectK,early_fusion,multiomics,3,299,75,0.7022980992755001,0.6720341394025604,0.1417355762669698,0.11350583761774757,0.4823069762564861
500,Vincristine,RidgeSelectK,early_fusion,multiomics,4,299,75,0.6743373111806911,0.6555903271692745,0.17493055842594676,0.13507982155970086,0.44114435035772304
500,Vincristine,RidgeSelectK,early_fusion,multiomics,5,300,74,0.39980681941454055,0.4504553868937429,0.21120750991763426,0.1593757439560615,-0.015780753961388783
1000,Vincristine,RidgeSelectK,early_fusion,multiomics,1,299,75,0.5875885249935123,0.622958748221906,0.211011668614308,0.16518442925239743,0.3394792732777052
1000,Vincristine,RidgeSelectK,early_fusion,multiomics,2,299,75,0.595302513857285,0.5484779516358462,0.19740739322071973,0.1631418538378914,0.34351267352551884
1000,Vincristine,RidgeSelectK,early_fusion,multiomics,3,299,75,0.7094581278443038,0.6716358463726884,0.1402867638061072,0.11412553869865857,0.4928365368811223
1000,Vincristine,RidgeSelectK,early_fusion,multiomics,4,299,75,0.6647677066640556,0.6545376955903272,0.1750682559018159,0.14011707794027584,0.4402641919680107
1000,Vincristine,RidgeSelectK,early_fusion,multiomics,5,300,74,0.4409408804545719,0.4422213994816734,0.20946296731510744,0.15937704207416856,0.0009303399953140001
250,SB-743921,RidgeSelectK,single_omics,expr,1,282,71,0.5876346787293866,0.6142521797451375,0.18860214750063478,0.1504159365581542,0.30682207385365334
250,SB-743921,RidgeSelectK,single_omics,expr,2,282,71,0.5173047538050721,0.49755197853789396,0.21267965603444397,0.16811213662223162,0.2638277231090659
250,SB-743921,RidgeSelectK,single_omics,expr,3,282,71,0.5631604970413215,0.5847082494969819,0.21322995787842688,0.16895516062607163,0.3144523613446345
250,SB-743921,RidgeSelectK,single_omics,expr,4,283,70,0.5235412834180169,0.5210917679993001,0.18931986389837788,0.15014566578976232,0.23737184861670413
250,SB-743921,RidgeSelectK,single_omics,expr,5,283,70,0.5357295022395204,0.5345639051701513,0.21408055127351375,0.16906317508046267,0.2820436772568542
500,SB-743921,RidgeSelectK,single_omics,expr,1,282,71,0.5929077640803859,0.6169014084507043,0.18643628905308496,0.15083275511843816,0.3226512133474423
500,SB-743921,RidgeSelectK,single_omics,expr,2,282,71,0.48600871053337935,0.4524144869215292,0.21675262134306636,0.1721215902648473,0.23536129639287717
500,SB-743921,RidgeSelectK,single_omics,expr,3,282,71,0.5439913543352687,0.5891683433936954,0.21726018940102942,0.176418655082659,0.2882925619868736
500,SB-743921,RidgeSelectK,single_omics,expr,4,283,70,0.5484924292096888,0.5195520951797742,0.18292463730252403,0.14816018012199536,0.288024792790435
500,SB-743921,RidgeSelectK,single_omics,expr,5,283,70,0.5352632883640598,0.5185023182573704,0.21430285762923346,0.17243235777517404,0.28055181709303056
1000,SB-743921,RidgeSelectK,single_omics,expr,1,282,71,0.6094260674049019,0.650167672702884,0.18275168883617218,0.14690970031988998,0.34915997138922406
1000,SB-743921,RidgeSelectK,single_omics,expr,2,282,71,0.5338964729058644,0.5236418511066397,0.21003961064289223,0.1650961501529527,0.2819908658724033
1000,SB-743921,RidgeSelectK,single_omics,expr,3,282,71,0.5185870333439848,0.5556002682763246,0.22072479076064216,0.17648280927502102,0.2654126849562499
1000,SB-743921,RidgeSelectK,single_omics,expr,4,283,70,0.5657129650443099,0.5491208118274866,0.18115072469506288,0.14865815480462582,0.3017666039382694
1000,SB-743921,RidgeSelectK,single_omics,expr,5,283,70,0.5243491598398042,0.5044003149330767,0.21595445820518808,0.17174032748430054,0.26941972258141367
250,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,282,71,0.5908193000590329,0.6217639168343394,0.1860500720461354,0.14751933524930647,0.3254546660060649
250,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,282,71,0.519107258285091,0.4956740442655935,0.21241466961152625,0.16803203341450562,0.26566103557067455
250,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,282,71,0.5645292741296213,0.5820254862508383,0.21305051398224298,0.16927862263320476,0.3156057225124326
250,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,283,70,0.5231800798586037,0.519482110051614,0.18933446483035896,0.14986575782367934,0.23725421160892435
250,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,283,70,0.5349162692414322,0.5329542472224653,0.21418088193145754,0.1691780384383473,0.281370566978961
500,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,282,71,0.5923524265423357,0.6196512407780013,0.18626876962523306,0.1506592649038879,0.32386790891495454
500,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,282,71,0.48908697915074273,0.4558350100603621,0.21632180059071798,0.1717265096179155,0.2383978902504834
500,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,282,71,0.5497780977155331,0.5988933601609657,0.21646279807279678,0.17603748311412964,0.2935072117631625
500,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,283,70,0.5496602822562373,0.5286151692765287,0.1827535074222404,0.1480017560504956,0.28935630550199964
500,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,283,70,0.5376855996853959,0.5161228238999213,0.21386806258820956,0.1724175974981555,0.2834682053853258
1000,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,282,71,0.6108630950927962,0.6372568745808183,0.18258972969988166,0.14667156620574842,0.35031304177998135
1000,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,282,71,0.5270809855542304,0.5142521797451374,0.21126772642520378,0.16645045813824175,0.27356982267967467
1000,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,282,71,0.5217306235277221,0.5629443326626425,0.22031680365448644,0.1762333111205852,0.2681257935973522
1000,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,283,70,0.5694170228204245,0.558953722334004,0.18066530164000227,0.1485667835416171,0.30550365183674166
1000,SB-743921,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,283,70,0.5290566533489947,0.5061849357011635,0.21513361957829605,0.17098182249576063,0.27496300994520007
250,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,1,282,71,0.5804465419883328,0.6212608987256875,0.18781073641324458,0.1486998830066527,0.31262728563312137
250,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,2,282,71,0.5108886148111411,0.4918175720992622,0.21317243451341483,0.16959409181701787,0.2604123506162439
250,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,3,282,71,0.5597863898437145,0.5934942991281018,0.21388266756469027,0.17161529278496884,0.31024893284861343
250,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,4,283,70,0.537186680631714,0.49372758288863616,0.1838567797908981,0.1455139534213082,0.2807501764506092
250,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,5,283,70,0.5349788536827496,0.5283702213279678,0.21409676073025408,0.16900227930403972,0.28193495068203267
500,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,1,282,71,0.5820251934988916,0.6108316566063045,0.18904216115217595,0.15470114373148425,0.3035838970889264
500,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,2,282,71,0.47594930598181256,0.46213950368879936,0.2180080747339299,0.17583322177900604,0.22647791251956428
500,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,3,282,71,0.5114818649373197,0.5124413145539904,0.22301039730043556,0.1743880847119661,0.2501206058296883
500,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,4,283,70,0.5279232863548093,0.4744466800804829,0.18628079164064645,0.15134858674918802,0.2616596293301213
500,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,5,283,70,0.5392711265085635,0.5127985303123087,0.2132411256373342,0.17227501683430663,0.2876629582309902
1000,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,1,282,71,0.5399043348786978,0.5759221998658617,0.19553427994371267,0.1596984824143038,0.25492966847807563
1000,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,2,282,71,0.4371178926018827,0.42515090543259554,0.22405527564636218,0.18064131339085104,0.18297017810797467
1000,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,3,282,71,0.49657410835571225,0.5391683433936955,0.2240782205720546,0.18569474765291302,0.24292223539550217
1000,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,4,283,70,0.5119793423962369,0.48225002187035254,0.18902738152796092,0.15280806452867074,0.23972641389655247
1000,SB-743921,RidgeSelectK,signal_fusion,signal_multiomics,5,283,70,0.45695882778496133,0.4403989152305135,0.22803722693966383,0.18649421668020752,0.18537994473462727
250,SB-743921,RidgeSelectK,early_fusion,multiomics,1,282,71,0.5767330457045239,0.5886317907444667,0.19041907656906967,0.15009369681535906,0.29340206011622494
250,SB-743921,RidgeSelectK,early_fusion,multiomics,2,282,71,0.5204435325878876,0.5004694835680751,0.2125241976040883,0.16731219433468683,0.2649035416637634
250,SB-743921,RidgeSelectK,early_fusion,multiomics,3,282,71,0.38530029362007234,0.6118041582830315,0.25673316137499513,0.1803231509623005,0.0061859451652628294
250,SB-743921,RidgeSelectK,early_fusion,multiomics,4,283,70,0.5378350281775396,0.5545446592599073,0.1865427905550674,0.14874196999168535,0.2595812570939411
250,SB-743921,RidgeSelectK,early_fusion,multiomics,5,283,70,0.5466268975472379,0.5456565479835535,0.21305013957812263,0.17049967389499865,0.28893837375041875
500,SB-743921,RidgeSelectK,early_fusion,multiomics,1,282,71,0.5889935374433961,0.5928906773977196,0.18812738748736654,0.15037151184658656,0.3103074949879594
500,SB-743921,RidgeSelectK,early_fusion,multiomics,2,282,71,0.5064031744004245,0.5046948356807511,0.21378065863412318,0.1705266116996799,0.25618594316351373
500,SB-743921,RidgeSelectK,early_fusion,multiomics,3,282,71,0.4241439837384771,0.5764587525150904,0.24212556278596845,0.18180557972607192,0.11606061797176648
500,SB-743921,RidgeSelectK,early_fusion,multiomics,4,283,70,0.5252659341978545,0.5115038054413438,0.18686900060457412,0.1502555822570994,0.25698943117213546
500,SB-743921,RidgeSelectK,early_fusion,multiomics,5,283,70,0.5371554671707899,0.5269705187647625,0.214055897732703,0.17096367624790737,0.28220902760018296
1000,SB-743921,RidgeSelectK,early_fusion,multiomics,1,282,71,0.5442300003728876,0.5677062374245472,0.1953689375620069,0.1516854169730588,0.25618918796671153
1000,SB-743921,RidgeSelectK,early_fusion,multiomics,2,282,71,0.517934132094943,0.5175050301810865,0.21218185015145144,0.16549936256372572,0.26726991414402745
1000,SB-743921,RidgeSelectK,early_fusion,multiomics,3,282,71,0.4404317235728189,0.539906103286385,0.23445755477062835,0.18877166668024467,0.17116198950716377
1000,SB-743921,RidgeSelectK,early_fusion,multiomics,4,283,70,0.47264863935622964,0.531344589274779,0.2027434068449698,0.15924311789074136,0.12539099320583413
1000,SB-743921,RidgeSelectK,early_fusion,multiomics,5,283,70,0.5360733968058473,0.526585600559881,0.2153089358300111,0.1708486226180221,0.2737808371158258
250,Oligomycin A,RidgeSelectK,single_omics,expr,1,271,68,0.2907572761487084,0.3174148727308925,0.2275042151221378,0.1764599408019585,-0.051251275155471676
250,Oligomycin A,RidgeSelectK,single_omics,expr,2,271,68,0.3774530412236722,0.4034431423445432,0.22596712520381418,0.17171214699464352,0.11587839081120932
250,Oligomycin A,RidgeSelectK,single_omics,expr,3,271,68,0.4776701017137737,0.5120051914341336,0.20453668734296515,0.1674621743040377,0.2192537915145094
250,Oligomycin A,RidgeSelectK,single_omics,expr,4,271,68,0.4121742219208977,0.4510821849830133,0.20291444545982767,0.15696670429206985,0.16344912206653261
250,Oligomycin A,RidgeSelectK,single_omics,expr,5,272,67,0.3730373633273512,0.37409210631335305,0.2534178859339982,0.19320636156132898,0.11440455691032358
500,Oligomycin A,RidgeSelectK,single_omics,expr,1,271,68,0.2892949012098592,0.29611391073644416,0.2275469887887518,0.17751013331733292,-0.05164660935728271
500,Oligomycin A,RidgeSelectK,single_omics,expr,2,271,68,0.35213755549819037,0.3868000152689239,0.22851617707146918,0.17605869962707255,0.09581898387006371
500,Oligomycin A,RidgeSelectK,single_omics,expr,3,271,68,0.47599012058648826,0.5075008588769706,0.2044141317387298,0.16936185581663257,0.2201891362495293
500,Oligomycin A,RidgeSelectK,single_omics,expr,4,271,68,0.42449026289617303,0.4373401534526854,0.20226790813655154,0.15777802567507024,0.16877155934156973
500,Oligomycin A,RidgeSelectK,single_omics,expr,5,272,67,0.3604288256705285,0.35525580652885314,0.25467325975731264,0.19512700235062358,0.10560875295083028
1000,Oligomycin A,RidgeSelectK,single_omics,expr,1,271,68,0.30690009730963264,0.29638112710555015,0.2267439543879743,0.17799049741242762,-0.0442369904906974
1000,Oligomycin A,RidgeSelectK,single_omics,expr,2,271,68,0.35531604006677603,0.4165744169179677,0.22881398075192594,0.17633615698069566,0.09346077979023482
1000,Oligomycin A,RidgeSelectK,single_omics,expr,3,271,68,0.46434325243956703,0.5024621139825171,0.2051345727435067,0.17090009223769068,0.2146826897013121
1000,Oligomycin A,RidgeSelectK,single_omics,expr,4,271,68,0.40170093820506325,0.46028171164637166,0.20627016866710995,0.16074684787119312,0.13555120011163446
1000,Oligomycin A,RidgeSelectK,single_omics,expr,5,272,67,0.35706254790607617,0.3655519195466518,0.2548262850809755,0.19457410081592802,0.10453360568937642
250,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,271,68,0.2907572761487084,0.3174148727308925,0.2275042151221378,0.1764599408019585,-0.051251275155471676
250,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,271,68,0.3774530412236722,0.4034431423445432,0.22596712520381418,0.17171214699464352,0.11587839081120932
250,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,271,68,0.4776701017137737,0.5120051914341336,0.20453668734296515,0.1674621743040377,0.2192537915145094
250,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,271,68,0.4121742219208977,0.4510821849830133,0.20291444545982767,0.15696670429206985,0.16344912206653261
250,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,272,67,0.3730373633273512,0.37409210631335305,0.2534178859339982,0.19320636156132898,0.11440455691032358
500,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,271,68,0.2890283799392202,0.2962284320374896,0.2276249117876058,0.1775479132405493,-0.05236700112639636
500,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,271,68,0.35233880863062583,0.38851776921021486,0.22848681730548162,0.17602752176208647,0.09605130735835066
500,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,271,68,0.47457789100081277,0.5041035233041952,0.20458690016649084,0.1695043922504213,0.2188704051965723
500,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,271,68,0.42362406910766814,0.43772187655075007,0.20232620696666428,0.15800495045525748,0.16829232731951094
500,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,272,67,0.35543104851792684,0.35517599169925773,0.25507946417852667,0.19546734006283373,0.10275336549570602
1000,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,1,271,68,0.2981278636783006,0.2862269050795228,0.22732983109067972,0.17962613594881227,-0.04964030564818245
1000,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,2,271,68,0.35614086067376577,0.4164980722983547,0.22905604279144098,0.17670005804111003,0.09154171169998404
1000,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,3,271,68,0.47659369085113495,0.5160132839638126,0.20374899282714512,0.16988234157425788,0.2252557006748711
1000,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,4,271,68,0.4090842722350123,0.4782990418750238,0.2055696298611953,0.16024866809162674,0.14141294534330806
1000,Oligomycin A,RidgeSelectK,metadata_augmented,expr_plus_lineage,5,272,67,0.3498410888158562,0.3426849708675873,0.25531076711864836,0.19609008370984835,0.10112540316090879
250,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,1,271,68,0.29057703863346795,0.31443731890371157,0.2282628888230747,0.17826552893806638,-0.058274323306458875
250,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,2,271,68,0.38490898091081743,0.40584799786235065,0.22511043892260846,0.1698785194994638,0.12256944463337172
250,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,3,271,68,0.3947807692700376,0.4220712295300989,0.21304316213310018,0.17778012353583497,0.15296248159687875
250,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,4,271,68,0.43056033025727963,0.4572660991716608,0.20078386657284722,0.154754600806871,0.18092427482741424
250,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,5,272,67,0.28932386417596395,0.2638279192273925,0.2625880909810839,0.20750896072384026,0.04915243713345108
500,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,1,271,68,0.2728967446432622,0.2758054666843895,0.2328390660970144,0.18193770717857816,-0.10113188352438374
500,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,2,271,68,0.34185527003597527,0.38985380005344117,0.22979408100826,0.17265034301873647,0.08567801918120632
500,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,3,271,68,0.29461466422319027,0.3377485971676145,0.2228636644442039,0.1862029439096386,0.07307204019475477
500,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,4,271,68,0.40404894566656896,0.41210825667061113,0.20764077256983393,0.16879242423367374,0.12402502272582316
500,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,5,272,67,0.2008393884345842,0.22356133769654404,0.2788224198762819,0.21440204806592275,-0.07205293490820885
1000,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,1,271,68,0.28970213357220476,0.28076805639635777,0.23354929160188473,0.18718246462809554,-0.10785966079722087
1000,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,2,271,68,0.3251148295892834,0.358819712180784,0.23344785547163996,0.18625373991371205,0.056371037754499365
1000,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,3,271,68,0.36966007427092884,0.392945757147765,0.21664209078067556,0.1785493988162713,0.12410282672209172
1000,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,4,271,68,0.3535296079952485,0.38015803336259874,0.21519762728682962,0.17404370011493986,0.059104512887575456
1000,Oligomycin A,RidgeSelectK,signal_fusion,signal_multiomics,5,272,67,0.1753110043401232,0.18485114534280472,0.28260346004993514,0.21853139841592856,-0.10132575516448195
250,Oligomycin A,RidgeSelectK,early_fusion,multiomics,1,271,68,0.27494052004840175,0.29504504526002023,0.2314729468111876,0.1821681835075617,-0.0882486113152321
250,Oligomycin A,RidgeSelectK,early_fusion,multiomics,2,271,68,0.3938912619203765,0.4189792724357751,0.2242809617317789,0.1693420076224291,0.12902376755891176
250,Oligomycin A,RidgeSelectK,early_fusion,multiomics,3,271,68,0.3002104939113296,0.3057602015497957,0.22787447727443158,0.19006543857813935,0.030921811167953006
250,Oligomycin A,RidgeSelectK,early_fusion,multiomics,4,271,68,0.42569567826444044,0.45295262816353016,0.20134672580468221,0.15470815893343232,0.17632559328780162
250,Oligomycin A,RidgeSelectK,early_fusion,multiomics,5,272,67,0.32719888510718953,0.30118125947801105,0.2587101097392302,0.20575161827595986,0.07702986982502213
500,Oligomycin A,RidgeSelectK,early_fusion,multiomics,1,271,68,0.29301656017535704,0.25690945201189497,0.23130877117713608,0.1813622004607353,-0.08670544570377636
500,Oligomycin A,RidgeSelectK,early_fusion,multiomics,2,271,68,0.35196975642538875,0.35817078291407417,0.22874170193902346,0.17333676349925786,0.09403341289181588
500,Oligomycin A,RidgeSelectK,early_fusion,multiomics,3,271,68,0.3081048344701188,0.32156353780967284,0.2217592188777784,0.18011612588733167,0.08223643045185713
500,Oligomycin A,RidgeSelectK,early_fusion,multiomics,4,271,68,0.3948935192931684,0.3825628888804061,0.20961633410868408,0.1692149781921333,0.10727710830343229
500,Oligomycin A,RidgeSelectK,early_fusion,multiomics,5,272,67,0.21589995648064964,0.2068002234815229,0.27618857766266747,0.21184593869704518,-0.05189471453474592
1000,Oligomycin A,RidgeSelectK,early_fusion,multiomics,1,271,68,0.2546935570837121,0.2254542679914193,0.24456633333780436,0.1963719167037532,-0.21484532123794953
1000,Oligomycin A,RidgeSelectK,early_fusion,multiomics,2,271,68,0.3498275280766312,0.35652937359239606,0.23259147214661063,0.17737911348776902,0.06328158203172574
1000,Oligomycin A,RidgeSelectK,early_fusion,multiomics,3,271,68,0.28915936881539384,0.2558308203229377,0.24309644102909356,0.19480463563784628,-0.10287082859802066
1000,Oligomycin A,RidgeSelectK,early_fusion,multiomics,4,271,68,0.43038053766926243,0.45554834523036986,0.20147999240288547,0.15574165127721268,0.17523489154157912
1000,Oligomycin A,RidgeSelectK,early_fusion,multiomics,5,272,67,0.2591044587352236,0.271370420624152,0.271310899466304,0.20985610374282015,-0.015068447402557084
250,BI-2536,RidgeSelectK,single_omics,expr,1,287,72,0.6770621498916032,0.642967393401505,0.15878590873635465,0.12638435123399658,0.45268202790418144
250,BI-2536,RidgeSelectK,single_omics,expr,2,287,72,0.48699970378387497,0.5141166634510259,0.20292422026358,0.15089631285246632,0.22348858212486733
250,BI-2536,RidgeSelectK,single_omics,expr,3,287,72,0.6152547380613562,0.6382404013119816,0.15550448446131623,0.11997647030370924,0.3726836339148264
250,BI-2536,RidgeSelectK,single_omics,expr,4,287,72,0.6645538216175999,0.5410637340021868,0.15881117465037656,0.13339733305530166,0.4398056365311651
