compound,model_family,strategy,omics_layer,strategy_label,pearson,rmse,r2,single_model_family,single_omics_layer,best_single_pearson,best_single_rmse,best_single_r2,pearson_gain_vs_best_single,rmse_delta_vs_best_single
CAY10618,ElasticNet,early_fusion,multiomics,Early fusion,0.4522271453188984,0.1659412885394119,0.161470575037834,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.000849125877115775,0.00014251909544729657
CAY10618,ElasticNet,metadata_augmented,expr_plus_lineage,Expression + lineage,0.45209959614102335,0.16585854940601136,0.16234335575723122,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.0009766750549908276,5.977996204675762e-05
CAY10618,ElasticNet,early_fusion_lineage,multiomics_plus_lineage,Early fusion + lineage,0.45115847093109274,0.16600117285782537,0.16088004648143045,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.0019178002649214432,0.00020240341386076888
CAY10618,XGBoost,signal_fusion,signal_multiomics,Focused fusion,0.4424729659931135,0.1642460911015148,0.17810795781786942,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.010603305202900704,-0.0015526783424497925
CAY10618,RidgeCV,metadata_augmented,expr_plus_lineage,Expression + lineage,0.4349461957514501,0.16565667135850687,0.16220025137445598,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.018130075444564075,-0.0001420980854577314
CAY10618,RidgeSelectK,metadata_augmented,expr_plus_lineage,Expression + lineage,0.43437397535378713,0.16563808136006736,0.16235498710387922,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.018702295842227046,-0.00016068808389724243
CAY10618,XGBoost,metadata_augmented,expr_plus_lineage,Expression + lineage,0.4319358527505578,0.16535628073621514,0.16589728953838606,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.021140418445456388,-0.00044248870774946103
CAY10618,XGBoost,signal_fusion_lineage,signal_multiomics_plus_lineage,Focused fusion + lineage,0.43023838786340074,0.1653601078626759,0.16581457794472204,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.02283788333261344,-0.0004386615812886907
CAY10618,RidgeCV,signal_fusion_lineage,signal_multiomics_plus_lineage,Focused fusion + lineage,0.42862477684247685,0.16578702031068987,0.16150501417991517,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.02445149435353733,-1.1749133274729928e-05
CAY10618,RidgeCV,signal_fusion,signal_multiomics,Focused fusion,0.4283333471601064,0.16571192557553713,0.16211492640017666,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.024742924035907776,-8.684386842747194e-05
CAY10618,XGBoost,early_fusion,multiomics,Early fusion,0.42696965498256567,0.16548982301426038,0.16522718960579535,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.026106616213448508,-0.00030894642970422104
CAY10618,XGBoost,early_fusion_lineage,multiomics_plus_lineage,Early fusion + lineage,0.4224155504655915,0.16603744739263804,0.15974831937681652,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.030660720730422697,0.00023867794867343806
CAY10618,XGBoost,late_fusion,multiomics,Late fusion,0.42209345226076894,0.17157267195973738,0.10490916198788791,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.030982818935245238,0.005773902515772783
CAY10618,LightGBM,metadata_augmented,expr_plus_lineage,Expression + lineage,0.4191356122351877,0.16674949172460332,0.15225475107880088,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.033940658960826486,0.0009507222806387217
CAY10618,RidgeCV+PositiveStack,learned_late_fusion,multiomics,Learned late fusion,0.4189070270283809,0.16647487617375095,0.15254107032203082,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.034169244167633284,0.0006761067297863521
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,multiomics,Learned late fusion,0.4189070270283809,0.16647487617375095,0.15254107032203082,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.034169244167633284,0.0006761067297863521
CAY10618,LightGBM,late_fusion,multiomics,Late fusion,0.41627218409719163,0.17006411046411304,0.1205193618750715,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.03680408709882255,0.004265341020148444
CAY10618,LightGBM,signal_fusion,signal_multiomics,Focused fusion,0.41573908231423784,0.16652869417012411,0.15495835249052287,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.03733718888177634,0.0007299247261595143
CAY10618,LightGBM,signal_fusion_lineage,signal_multiomics_plus_lineage,Focused fusion + lineage,0.41122169064900344,0.16713667277797004,0.1485460245462999,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.041854580547010745,0.0013379033340054358
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,Pathway modules,0.41008199916012134,0.16606484022750095,0.15677596565595792,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.042994272035892844,0.00026607078353635405
CAY10618,LightGBM,pathway_modules,multiomics_pathway,Pathway modules,0.40501537212442534,0.16710089885246443,0.14767398980283486,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.048060899071588836,0.0013021294084998303
CAY10618,RidgeCV,pathway_modules_lineage,multiomics_pathway,Pathway + lineage,0.4014657658091162,0.16829361194096765,0.13551549986975658,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.05161050538689799,0.002494842497003047
CAY10618,RidgeSelectK,signal_fusion_lineage,signal_multiomics_plus_lineage,Focused fusion + lineage,0.3954126252424954,0.1685260237813583,0.1329307181640123,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.057663645953518805,0.0027272543373937086
CAY10618,RidgeSelectK,signal_fusion,signal_multiomics,Focused fusion,0.3940410583258995,0.16857334416782804,0.13244302387691567,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.059035212870114706,0.0027745747238634433
CAY10618,LightGBM,early_fusion_lineage,multiomics_plus_lineage,Early fusion + lineage,0.39280362437543725,0.16871084143831405,0.13100182327847493,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.060272646820576925,0.002912071994349452
CAY10618,ElasticNet,late_fusion,multiomics,Late fusion,0.38222939516176097,0.1777132586639677,0.04016131038953672,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.07084687603425321,0.0119144892200031
CAY10618,LightGBM,early_fusion,multiomics,Early fusion,0.37860141610166037,0.16968518932561,0.12205911678129593,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.07447485509435381,0.0038864198816453976
CAY10618,RidgeSelectK,early_fusion_lineage,multiomics_plus_lineage,Early fusion + lineage,0.34523154417052515,0.1768008812806483,0.04103966965233905,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.10784472702548903,0.011002111836683703
CAY10618,RidgeSelectK,early_fusion,multiomics,Early fusion,0.34390321234970667,0.1768478253081302,0.040518423742614426,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.10917305884630751,0.011049055864165602
CAY10618,RidgeCV,late_fusion,multiomics,Late fusion,0.2624292234290452,0.17581611619858362,0.057568758868042025,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.190647047766969,0.010017346754619016
CAY10618,RidgeSelectK,late_fusion,multiomics,Late fusion,0.2624292234290452,0.17581611619858362,0.057568758868042025,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.190647047766969,0.010017346754619016
CAY10618,RidgeCV,early_fusion_lineage,multiomics_plus_lineage,Early fusion + lineage,0.23566755132672643,0.19093711681716624,-0.12056382829169421,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.21740871986928775,0.02513834737320164
CAY10618,RidgeCV,early_fusion,multiomics,Early fusion,0.23421645807964478,0.19101988441531503,-0.12169843310202255,ElasticNet,expr,0.4530762711960142,0.1657987694439646,0.16293815243099036,-0.2188598131163694,0.025221114971350433
Clofarabine,XGBoost,early_fusion_lineage,multiomics_plus_lineage,Early fusion + lineage,0.7116070658918302,0.14431874931119115,0.4704321446026657,XGBoost,expr,0.6930861206833825,0.1456542285719223,0.4587263615894249,0.018520945208447714,-0.0013354792607311594
Clofarabine,XGBoost,early_fusion,multiomics,Early fusion,0.7021190523166849,0.1452152296630449,0.4636316397753215,XGBoost,expr,0.6930861206833825,0.1456542285719223,0.4587263615894249,0.009032931633302432,-0.0004389989088774138
Clofarabine,XGBoost,metadata_augmented,expr_plus_lineage,Expression + lineage,0.6959305233536176,0.1452137039270668,0.46085875969649204,XGBoost,expr,0.6930861206833825,0.1456542285719223,0.4587263615894249,0.0028444026702351133,-0.0004405246448555
Clofarabine,XGBoost,signal_fusion,signal_multiomics,Focused fusion,0.6905893240093316,0.14699088300654567,0.44935022334168684,XGBoost,expr,0.6930861206833825,0.1456542285719223,0.4587263615894249,-0.002496796674050894,0.0013366544346233578
Clofarabine,ElasticNet,signal_fusion_lineage,signal_multiomics_plus_lineage,Focused fusion + lineage,0.688035822206595,0.14816464023757644,0.4381132960586118,XGBoost,expr,0.6930861206833825,0.1456542285719223,0.4587263615894249,-0.005050298476787507,0.002510411665654133
Clofarabine,ElasticNet,signal_fusion,signal_multiomics,Focused fusion,0.6880241429351541,0.14816593455741875,0.4381030976343302,XGBoost,expr,0.6930861206833825,0.1456542285719223,0.4587263615894249,-0.0050619777482283634,0.0025117059854964374
