ModelID,expr::cell_cycle_mitosis,expr::microtubule_spindle,expr::apoptosis,expr::dna_damage_repair,expr::mapk_signaling,expr::pi3k_akt_mtor,expr::emt_adhesion,expr::oxidative_stress_ferroptosis,expr::proteasome_er_stress,expr::chromatin_hdac,expr::drug_transport_metabolism,expr::receptor_tyrosine_kinase,expr::global_mean,expr::global_abs_mean,mut::cell_cycle_mitosis,mut::microtubule_spindle,mut::apoptosis,mut::dna_damage_repair,mut::mapk_signaling,mut::pi3k_akt_mtor,mut::emt_adhesion,mut::oxidative_stress_ferroptosis,mut::proteasome_er_stress,mut::chromatin_hdac,mut::drug_transport_metabolism,mut::receptor_tyrosine_kinase,mut::global_mean,mut::global_abs_mean,cnv::cell_cycle_mitosis,cnv::microtubule_spindle,cnv::apoptosis,cnv::dna_damage_repair,cnv::mapk_signaling,cnv::pi3k_akt_mtor,cnv::emt_adhesion,cnv::oxidative_stress_ferroptosis,cnv::proteasome_er_stress,cnv::chromatin_hdac,cnv::drug_transport_metabolism,cnv::receptor_tyrosine_kinase,cnv::global_mean,cnv::global_abs_mean,meth::cell_cycle_mitosis,meth::microtubule_spindle,meth::apoptosis,meth::dna_damage_repair,meth::mapk_signaling,meth::pi3k_akt_mtor,meth::emt_adhesion,meth::oxidative_stress_ferroptosis,meth::proteasome_er_stress,meth::chromatin_hdac,meth::drug_transport_metabolism,meth::receptor_tyrosine_kinase,meth::global_mean,meth::global_abs_mean,prot::cell_cycle_mitosis,prot::microtubule_spindle,prot::apoptosis,prot::dna_damage_repair,prot::mapk_signaling,prot::pi3k_akt_mtor,prot::emt_adhesion,prot::oxidative_stress_ferroptosis,prot::proteasome_er_stress,prot::chromatin_hdac,prot::drug_transport_metabolism,prot::receptor_tyrosine_kinase,prot::global_mean,prot::global_abs_mean
ACH-000324,0.0,0.207763,1.1003338,-0.15154709,0.5310222,0.0,0.13068348,0.8420591,0.97828573,-0.20877187,-0.18194538,0.266598,0.00073546777,0.70774543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16666667,0.05,0.05,0.14890328,0.35830298,0.4074244,0.19110961,0.3467688,-0.18362111,-0.019238042,0.07745975,-0.20248294,-0.841006,-0.4614824,0.27375817,-0.11212185,0.4423685,0.11360933,0.64523804,-0.75094527,-0.20825736,0.07893943,1.2223253,-1.2658124,-0.22874454,0.39445934,-1.0248417,-0.9815754,-0.19264881,-0.11781296,0.8538009,-0.030387009,-0.6417376,0.028576508,-1.0534977,-0.25946474,-0.15064831,-0.58029544,0.0015254962,-0.80940825,0.062432837,0.3586694,0.13108674,0.045068417,0.6244643
ACH-000325,0.0,-0.8752052,-0.0828823,0.74412906,0.6422365,0.0,-0.85069287,0.08530993,0.4070689,-0.65080273,0.35045707,0.2624352,-0.024564492,0.8725881,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.049,0.049,0.29199198,0.05231758,-0.4102248,0.94874465,1.9349424,0.10368009,0.24975245,0.12813799,0.4218821,0.20472792,0.457798,2.1541576,0.2505847,0.61942357,0.32409996,0.70721054,0.28565505,0.39370242,-0.1903073,0.22100246,1.5530477,1.4757833,0.44136798,1.1695656,1.0494843,0.11973742,0.36390695,0.84503156,-0.28275433,0.049415708,0.860359,-0.23657173,0.48229635,-0.5921924,0.8887732,0.33112097,0.5027813,-0.29521433,0.42012134,0.78497255,0.24828833,0.66623974
ACH-000326,0.0,-1.2980957,0.800908,-1.2938128,-0.8935069,0.0,-0.24130055,-0.110567585,1.4579259,-0.3328621,-0.22122607,-0.61379296,-0.16321702,0.80490774,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.051,0.051,-0.18952349,-0.009978324,-0.44292542,0.09133901,0.06660512,-0.23299854,-0.5587739,-0.09544177,-0.15775448,-0.39923367,-0.32970074,-0.18676919,-0.17765385,0.44403163,0.09394186,0.13076651,0.6284942,-0.0186452,-0.27152786,-0.104518,0.30262434,-0.28451985,-0.23369025,0.52717245,0.29512185,-0.23704533,-0.01761172,0.68564165,-0.5440252,-0.07103567,-0.0987818,-0.1809571,0.8493063,-0.07234261,0.45814803,0.17024258,-0.25199112,0.07358362,0.6625728,0.659761,0.057898957,0.7228086
ACH-000329,0.0,0.77711606,-0.28854662,-0.4500422,-0.37635177,0.0,1.2345899,0.8730395,-0.36017793,0.06950818,-0.024148386,0.54620105,0.105609246,0.8406071,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.048,-0.66777307,-0.5917343,-0.09091464,-0.17166287,-0.08152175,-0.41560248,-0.38611954,-0.38307673,-0.068916626,-0.058895607,-0.20252472,-0.12618783,-0.19183202,0.4448795,0.2851473,0.286266,1.106445,-0.39798126,-0.042973913,-1.238702,-0.81625044,0.99171555,0.39445934,0.60641664,-0.9815754,-0.3481454,-0.18325019,0.8648675,0.69477224,0.531346,0.62752634,0.82911974,-0.03740632,0.012888074,-0.3346649,-0.5451654,0.047768746,1.1222267,-1.5879477,0.098634824,0.061876837,0.764209
ACH-000332,0.0,-0.29534706,0.55957496,0.65556276,0.8523067,0.0,-0.22111093,-0.050340503,-0.26533303,0.8189695,0.13006139,0.3487301,0.3211872,0.7056966,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.041,0.041,0.001930315,0.0059961565,-0.052696772,0.22816402,-0.19428222,-0.15306985,0.08010967,-0.31438544,0.2609352,0.13670467,-0.23357339,-0.2885069,0.24125896,0.79638094,0.11196237,0.28104094,0.07697871,-0.31958264,0.3510779,-0.8545375,0.31749362,-0.29766658,0.9337062,-0.031563357,1.1209685,0.45662215,0.10269113,0.71894944,0.5764738,0.17421195,0.25145584,-0.5724137,0.17638087,1.3247395,1.4411166,0.39653334,-0.53322875,0.36796206,2.236024,0.26899493,-0.018236348,0.68832934
ACH-000334,0.0,0.04804636,-0.19019003,1.2437605,-1.5625921,0.0,-0.78530514,-0.8633608,-1.7171795,-2.6091,-0.66953504,-1.0753028,-0.49875757,1.158463,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.076,0.076,-0.109045565,0.0680891,0.2750049,0.4106791,-0.043316644,-0.32624272,0.12159034,0.4447496,0.0021835882,0.58521557,0.19438143,-0.048038866,0.114949785,0.46966547,-0.5743378,0.22564545,0.11920613,-0.014194126,0.43114042,1.1564975,0.38808233,-0.23331505,-0.5866674,-0.4314242,0.31001645,0.8998001,0.17383482,1.0131633,-0.8520294,-0.46480265,0.3759899,0.61518437,-0.117167346,0.22684115,-0.041235216,0.37769926,-0.34817302,-0.060206126,0.29411215,0.098634824,0.14651048,0.77514553
ACH-000335,0.0,-0.24048491,0.7359941,-0.16712695,0.042683534,0.0,0.38090813,0.59444135,0.5837093,-0.52438676,-0.01710177,-0.19642025,-0.003709375,0.67019963,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,-0.23121323,-0.4610839,0.2437822,-0.6113062,-0.15205549,-0.23266071,-0.8685557,-0.10572827,0.04400326,-0.018755639,-0.14298818,-0.22075802,-0.2089784,0.4456334,0.47857258,0.15588966,0.117888965,0.1141891,0.3596946,-0.98233885,-0.16197029,0.61304456,-0.23255241,-0.44081447,0.79097,0.09190547,0.14309986,0.6577926,-0.15946548,-0.043366622,-0.40815166,0.8776889,-0.049472183,-0.69140536,-0.89029455,-0.118581735,-0.34154665,0.64844203,-0.38568023,0.098634824,-0.1752678,0.86317694
ACH-000336,0.0,-1.1313663,-0.3572828,0.98932195,-0.97690326,0.0,0.1390095,-0.8186232,0.92842084,0.65487885,-0.081390716,-0.71279603,-0.2911622,0.9405632,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.032,0.032,-0.28700483,-0.7124357,-0.007033634,0.08266455,0.03001008,0.2970013,-0.36767083,-0.23550868,-0.13809721,0.020899432,-0.123208396,0.1653427,0.05576647,0.4785043,0.2888221,0.1453625,-0.44044095,-0.42712095,0.10597536,-0.07240489,-0.12231731,0.60212004,-0.052844603,0.027618498,-0.56706524,0.7029668,0.00068490114,0.79431117,0.14035559,0.41841313,0.35496035,0.6453686,0.19890796,0.9925997,0.18478552,0.3136971,0.3451795,0.5216091,-0.80984914,0.098634824,0.41310635,0.80842096
ACH-000341,0.0,1.6255844,-1.0975854,0.5167018,0.4421348,0.0,0.1210498,-0.5950333,-0.19245002,2.0241945,0.06321038,0.2952784,0.16840658,1.0158416,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.029,-0.0035943687,-0.14711824,-0.18964122,-0.2078568,-0.17537357,-0.5443993,-0.19118127,-0.39688686,-0.0762018,0.20855646,-0.28079107,-0.22664836,-0.20685764,0.45451108,-0.49695894,0.036912385,0.83082575,0.15270199,0.7938065,-0.09666991,-0.47603273,-0.11857958,0.49605626,0.40876234,-0.107736595,0.32558525,0.15766102,0.63715804,-0.5596249,-0.79274434,-0.035965078,-0.28655273,-0.05453202,0.6712572,-0.06621445,-0.19073604,0.62065804,-0.9204551,0.2969701,-0.3425367,0.0006071917,0.72004026
ACH-000343,0.0,1.7846749,-0.7222991,-2.3818922,-0.16406533,0.0,-0.496109,0.08180221,-0.24251425,-0.06794806,-0.70115036,-0.22470424,-0.019999154,0.7987974,0.0,1.0,0.0,0.2,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.076,0.08615079,-0.78502035,0.17990285,-0.26151764,-0.05086539,0.0022762895,-0.86420554,0.1393957,0.3257274,-0.56442606,-0.11187169,0.07083732,-0.040074416,0.74084634,-0.63421005,-0.9552839,-0.39665452,-0.062094834,-0.26349366,0.12211558,-1.2658124,0.026288986,-0.23611017,-0.4544155,-0.63203317,0.1159182,-0.33737454,0.9063511,-0.18208157,0.11207552,-0.044990998,-0.40454203,0.18310621,0.032616735,-0.2711154,0.5732989,0.84365046,-0.39841178,0.8127134,0.098634824,0.17077392,0.69051474
ACH-000344,0.0,0.014147361,-0.12738706,-0.2858375,0.54391944,0.0,-0.174586,0.07179144,-0.8802457,0.5229158,-0.199336,0.14695647,-0.0257188,0.74315906,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.031,0.47843546,0.49028316,0.058504947,0.3449017,-0.089273274,0.39916667,0.6196146,-0.8196349,0.43239552,0.3496895,0.24098624,-0.062115695,0.18020296,0.8823917,-0.8020413,0.40512443,0.59756047,-0.15914693,-0.3500449,0.35454464,-0.5023581,-1.3157274,-0.24159254,-0.5230986,-0.49989507,0.00935907,-0.08856705,0.66677064,-0.292431,-0.54032254,-0.28118485,-0.16515468,-1.0007005,-0.4009854,0.45036933,-0.12987748,-1.4356178,-0.3584884,-0.5212644,0.8634275,-0.33267567,0.8796331
ACH-000347,0.0,1.3072877,-0.39061192,-0.9956304,0.21227726,0.0,-0.6380055,0.46168298,2.2208345,0.58088756,-0.12999454,0.23342365,0.13436294,0.85779107,0.33333334,0.0,0.0,0.2,0.25,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.064,-0.27280396,-0.47447744,-0.09851347,0.076303154,-0.16701165,-0.40453136,-1.3518603,-0.050801843,-0.063885175,0.068080164,0.5693438,-0.036083527,-0.006509116,0.70283,-0.5835972,-1.3305304,1.2619362,-0.7666818,-0.5108681,1.2193496,-0.29963118,-1.3157274,0.40045968,-0.08403491,-0.5580975,-0.43789455,-0.23475043,0.9767288,-0.3540719,0.23487915,0.7037772,-0.55968755,0.49232468,0.2238757,0.27120566,-0.19326317,0.30910373,-1.3950667,0.76310945,1.0676054,0.23003662,0.7035948
ACH-000349,0.0,0.13820647,0.17804627,0.13945036,0.26926693,0.0,-0.549806,-0.5247627,1.7524525,0.31791618,-0.6871094,0.2787617,0.06281498,0.8350117,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.026,0.047826186,0.2208266,2.376088,-0.2653806,0.040064305,0.13338405,0.5293277,0.027394712,-0.2114431,0.030705929,0.9655433,-0.08097674,0.12411355,0.7252419,-0.60174507,0.33906496,1.2678971,0.26995108,0.091957904,-0.2547347,-0.1342252,-0.10930514,-0.2633341,0.85935897,0.50204253,0.3424101,0.15172637,0.7747361,-0.1863926,-0.46059623,0.40034914,0.38940918,-0.24469104,-0.022746997,0.20144045,0.8612985,0.7373368,0.100067966,1.0509919,-0.3464565,0.10028597,0.60636806
ACH-000350,0.0,-0.79296935,0.4803967,0.45562512,0.76655924,0.0,-0.54846674,-0.23341651,-0.36559942,0.26055428,-0.17250048,0.28239813,0.079167426,0.7785346,0.33333334,0.0,0.0,0.0,0.25,0.33333334,1.0,0.0,0.0,0.2,0.0,0.0,0.157,0.157,1.3663242,1.072107,0.14455128,0.41325447,-0.12901123,0.034332827,0.28785363,0.043827698,0.25553963,0.48213848,-0.23881762,0.14354555,0.18794358,0.71172756,0.09629027,0.62651557,-0.15636072,-0.1901492,-0.14217143,0.2669071,1.41138,-0.21885258,-0.07294977,0.11225861,1.011091,0.19119357,0.3467216,0.80433553,-0.395725,-0.34349838,-0.666392,-1.0614382,-0.87863183,0.046220206,2.7069175,0.45196813,-0.09507628,-0.31780177,0.59055185,-0.78481865,-0.06257325,0.7866679
ACH-000351,0.0,0.14342408,0.23752472,0.9073376,0.122651964,0.0,0.20643209,0.16644783,-0.40903324,-1.1816212,-0.12274855,0.05961268,0.31716442,0.65932345,0.0,0.0,0.0,0.2,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,-0.17559937,0.80096346,0.4323016,-0.53883386,0.3958951,0.14657378,1.445293,-0.25654703,-0.20974067,0.92735696,-0.059986718,-0.17698687,0.18385904,0.726354,-0.5262003,-0.07625777,0.0075098053,-0.032673765,0.061658792,-1.0188484,-0.1566955,-0.32122174,-0.03626461,0.06514068,-0.2980406,0.37236953,-0.03385714,0.6532077,-0.3578984,-0.055868104,-0.08418964,0.04608512,0.16549905,-0.41925824,-0.3293955,0.8682445,0.5831385,-0.030091839,-0.07653286,-0.9062293,0.07969864,0.78512925
ACH-000356,0.0,-1.1252656,0.25521818,0.4061036,0.83145446,0.0,-0.6390045,0.36718386,-0.34071818,-0.45490766,-0.19379337,0.42645857,0.051035028,0.72904855,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.075,0.65529287,0.71637994,0.63200206,-0.46981597,0.93502814,0.08247815,0.09666848,-0.63126475,0.3626832,-0.20386739,0.2177143,1.2015247,0.1752351,0.78756255,0.26223642,-0.3369546,0.15230411,-0.13798292,-0.61279947,1.6455092,0.14453949,-1.3157274,-2.1463873,0.18779409,-0.9815754,-0.7458505,-0.2278465,0.8294,0.121260546,-0.0013557111,0.24312286,0.18605454,0.016460508,1.2729138,-0.6456316,-0.065712705,0.14543869,-0.4270196,-0.12155694,0.9547266,0.15620673,0.6602775
ACH-000358,0.0,1.8743314,-0.60843086,-1.5240114,-0.6752425,0.0,-0.4860704,-0.65105116,0.39619374,0.63093066,-0.6699088,-0.20747772,0.2516239,1.0672985,0.0,0.0,0.0,0.4,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.16666667,0.104,0.104,-0.59290993,-0.8811462,1.1873116,0.24327476,-0.07365626,0.10257723,-1.0778978,-0.47808883,0.15295859,0.1753563,-0.30138946,-0.044280156,0.06899494,0.5484153,0.08687866,-0.74103343,0.11443215,0.5197368,-0.62961954,-0.78476954,-0.22291888,-0.19310178,0.39445934,-0.4704997,-0.9815754,-0.4093796,-0.20671245,0.83841795,0.3272975,-0.1401529,0.097570665,-0.472498,0.57811886,-0.025287777,0.3208234,-0.34255713,-0.50037473,-0.1367267,-0.8372327,1.7503642,0.044564337,0.6366316
ACH-000360,0.0,-1.0434794,-0.19882369,0.06676743,-0.2564376,0.0,-0.6412845,-0.16840929,0.5265004,-1.0293338,0.4502733,0.0618497,-0.17121184,0.8055752,0.0,0.0,0.0,0.2,0.25,0.33333334,0.33333334,0.0,0.0,0.2,0.0,0.0,0.055,0.055,0.1700653,0.686704,0.22255707,-0.32011664,-0.12126973,0.0151612405,0.16708218,0.53413904,-0.14054912,0.5802151,0.06391225,0.0007683293,0.15531155,0.5994918,0.88113403,0.05190094,-0.31499124,0.57591385,-0.5657028,-0.011781037,0.9241855,-0.24022907,0.39445934,-0.4383112,0.9702016,-0.1706476,0.013930624,0.8512963,-0.11706735,-0.14552838,-0.43627763,-0.67260355,0.5319505,-0.23481074,1.2442789,0.22127317,0.09514954,-0.3658117,0.06330395,-0.03796105,0.04821783,0.6879173
ACH-000362,0.0,-0.96122164,0.07179564,0.6372037,-1.2928396,0.0,-0.46118852,-0.8838018,0.7414894,0.09177751,-0.04463164,-0.8622361,-0.3839926,0.9937825,0.0,0.0,0.0,0.2,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.056,-0.40188506,-0.72674716,-0.11211499,0.4910705,0.113384336,-0.23671514,0.019679943,-0.34246728,-0.25168207,-0.18905415,-0.48493013,0.07736629,0.09391158,0.68505764,0.43121192,-0.5235327,0.1364873,0.63725585,0.50382316,-0.7121204,-0.6763915,-0.057899803,0.59758407,-0.57583857,0.44168386,0.1853783,0.16232032,0.86209553,-0.15639201,0.060463782,-0.11046336,-0.1692029,0.7706166,0.44206592,0.9021983,0.34449926,1.1559396,-0.99444556,-0.047988247,0.41988787,0.24721763,0.72171193
ACH-000363,0.0,-1.4985511,0.623651,0.46634045,-1.4506485,0.0,-0.6998523,-0.36068362,1.4371548,-1.4394319,-0.07762925,-0.97022766,-0.37248403,0.92926514,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.039,-0.32187393,-0.67765844,3.7925854,0.6381773,-0.3973185,-0.32059523,-0.29289317,-0.3030568,-0.16121039,-0.3289661,-0.17704628,-0.31741574,-0.0026428164,0.60567474,-0.5765988,-0.98742193,-0.33190975,-0.1845124,0.013721597,-1.062568,-0.8921436,-1.3157274,-0.5780607,-0.1276598,-0.61363184,-0.3076486,-0.4438199,0.875419,0.026936281,-0.33128858,-0.6826123,0.62147295,0.5455149,0.7350945,-0.24571884,0.3425386,-0.628676,-0.32594478,1.631907,-2.2286303,0.048768554,0.6091651
ACH-000364,0.0,0.60176367,0.10731271,-0.10476088,-0.29561305,0.0,0.35237762,0.007457142,-1.1149187,0.5179185,-0.15431875,0.24134244,0.2594887,0.72152865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.042,0.6996877,0.2476709,-0.20851728,-0.08865956,0.14594153,-0.07651213,0.6221471,-0.6680971,0.11884703,-1.078129,1.2173324,-0.063342184,0.08947638,0.650241,-0.5405471,0.06283847,-0.41250303,-0.13330631,0.0014195085,-0.013985515,-0.5068259,-0.2878216,-0.10241681,-0.019705191,-0.57263684,-0.12968531,0.018873267,0.67242956,-1.1987381,-0.33221775,0.009569419,-0.762162,0.23071541,0.05385077,-0.24057595,0.0989391,0.7219,-0.83493346,-0.18001117,-0.5814844,0.080529176,0.7601521
ACH-000366,0.0,1.6529455,-0.8255296,1.4884281,-0.61082464,0.0,0.18196793,-0.82392853,-1.0815088,1.7631226,-0.10873552,0.10135387,-0.028387595,0.9387838,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.054,0.054,0.8899082,0.7029867,0.18069956,-0.3804767,-0.0108686155,-0.47971642,0.835762,0.0590804,0.39516905,0.6430701,0.03593832,0.12396675,0.07393444,0.5587821,-0.45026243,-0.95919853,-0.25023484,-0.65893716,0.16806981,0.93045646,-0.32473284,1.2525179,-0.009837727,-0.10739787,-0.9815754,0.16039851,-0.29472265,0.8291918,-0.48410052,-0.09044361,0.16316064,-0.37954915,0.43517566,0.36451915,-0.22522987,0.75712043,-0.4769491,-0.5123191,0.08844238,0.72192293,0.116209105,0.69420755
ACH-000368,0.0,0.85113424,-0.22033088,0.1648822,0.38655806,0.0,0.973823,0.99242955,0.020614013,-1.1206838,0.051036365,0.5142278,0.19223097,0.7711855,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,-0.3571561,-0.47290432,-0.25583962,-0.06004042,0.032046694,-0.12180283,-0.47984236,0.05578343,-0.09436378,0.3721429,0.62525964,-0.14735179,-0.10219169,0.52164847,0.9862938,-0.41681498,-0.4870996,0.07863181,0.21209121,-1.0221485,-1.0123364,-0.25827646,-0.122711524,-0.10455485,0.18580908,-0.28148344,-0.12924212,0.7146732,0.39929968,0.11675033,-0.29266852,0.28918254,0.46443194,1.3552184,-0.4825159,0.27623558,-0.33286,0.5371652,2.1128426,0.9755861,0.08887448,0.6257111
ACH-000371,0.0,-0.06709496,0.61558765,0.48714182,-1.337907,0.0,-0.9469574,-0.67439556,-0.15929088,-1.7736785,-0.6770091,-0.94648165,-0.5619003,1.1214467,0.0,0.0,0.0,0.2,0.0,0.33333334,0.0,0.0,0.0,0.2,0.0,0.0,0.068,0.068,0.04480937,-0.6764214,-0.32785428,0.40033183,-0.016561352,-0.3622713,-0.64343876,-0.20168574,0.12672144,0.12579758,0.7265049,-0.11357268,-0.057639953,0.531041,1.3592281,0.5554675,0.17885184,1.0305266,1.321547,1.0876396,1.3135237,-0.20915191,1.1037005,1.0311496,0.5074239,1.0821959,0.61564094,1.0222036,-0.20330131,0.5702028,-0.0697298,0.5832428,-0.03116703,0.5305967,0.27360588,0.11080647,-0.644399,-0.63081014,-0.6970109,-0.65198696,0.002143815,0.7557055
ACH-000373,0.0,-1.2546327,0.08765134,0.67116684,-0.8990973,0.0,-0.09655226,-0.93976766,-0.61852926,-0.61930627,-0.04985518,-0.32109335,-0.021544673,0.8145258,0.33333334,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.062,-0.49116623,-0.50826144,0.10613994,-0.72977597,-0.096477196,-0.50631857,-0.34103712,-0.072981775,-0.64246035,-0.678787,-0.7525779,0.073279396,-0.25070217,0.52603126,0.49497434,-0.67468464,-0.3034524,0.36852038,0.305529,1.1824858,0.26596016,-0.18859166,0.5211709,0.098897815,-0.18211494,0.25858366,0.24821584,0.8702561,0.985768,0.10514514,-0.7938591,-1.2441157,0.5633537,0.041189253,0.48123157,0.39643842,0.20202482,0.58041054,0.50372386,0.72754854,-0.07399987,0.8247739
ACH-000374,0.0,0.4071329,0.15009819,1.6052147,0.22270675,0.0,0.5593558,-0.13335444,0.34092987,-1.2150681,-0.4579466,0.55860186,0.30792916,0.7214789,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.048,-0.37528342,2.767523,1.7460073,-0.3225304,-0.03697804,1.1738164,-0.15436715,0.6068321,-0.18975413,7.6495924,-1.2119185,-0.32613125,0.18315998,1.0574182,-0.6247074,-0.6109339,0.28068426,-0.08233821,0.010944178,0.11521,0.19769579,1.1034968,0.39445934,0.108037576,0.9305214,-0.43001485,0.15610202,0.7156494,-0.13444915,-0.21357007,-0.40362984,-0.061949253,-0.035029866,0.96728766,0.10124715,0.61841625,0.3645075,-0.15473658,1.1090591,0.4392549,0.09718637,0.5796959
ACH-000375,0.0,0.5611867,-0.56738365,0.404862,-0.6811337,0.0,-0.15280038,-0.14761274,-0.72312367,-1.1663679,-0.67189705,0.23176396,-0.2546271,0.84659743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,-0.4807508,-0.8913424,-0.19949295,-0.160566,-0.13858196,-0.37577733,-0.64834344,-0.41352147,-0.32537207,-0.4703446,-0.48239186,-0.14707161,-0.32445124,0.38284364,0.14075612,-0.17800424,0.2980931,0.21406756,0.15670289,0.026708782,-0.05901763,1.0074666,0.29990196,0.7200734,-0.6019047,-0.031421065,0.22974385,0.76685905,-0.1523684,0.22447915,0.27968127,0.61762905,0.13977967,-0.49675962,-0.1160317,-0.25240624,0.03647207,-0.34138104,-0.023866836,0.098634824,0.14615731,0.74882656
ACH-000376,0.0,0.7197494,-0.47019938,0.50632674,0.13543184,0.0,1.0045803,0.38474843,-0.21032226,-1.1946326,0.40987492,0.03978611,0.044852756,0.6873497,0.0,0.0,0.0,0.2,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,-0.029606752,-0.8091955,-0.22457954,0.20682493,-0.00046991708,0.12217451,-0.72008085,-0.36782947,0.09645361,0.31667796,0.53955954,-0.057226837,-0.03925775,0.58301896,0.109903336,-0.017018214,1.1297212,-0.73503315,0.1755111,0.013591886,-0.82059276,0.8827133,-0.11332087,0.85785586,-0.9815754,-0.19208466,-0.15140842,0.80363774,0.9122706,-0.38146093,-0.40942127,-2.0721161,-0.7688467,0.8870326,-0.20875937,-0.22128995,-1.5971862,-0.64615756,-0.96231914,0.14917414,-0.42202345,0.96582335
ACH-000377,0.0,-0.31864566,-0.11135621,-1.821544,0.32403785,0.0,-0.36878,0.075084485,-0.36679193,-0.04976782,0.5103001,0.018618971,0.036509145,0.66116,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,-0.039192848,-0.5253769,-0.28973922,0.5112878,0.10255483,-0.06396964,-0.5654021,-0.15533899,0.2382114,0.46684393,1.4862865,-0.07092782,0.0049862578,0.6235137,1.1062665,0.49301162,0.18257791,0.5553878,0.35305962,0.11693713,0.55257046,0.74031085,-0.19681655,0.6570926,1.273746,0.7915954,0.30434906,0.7415517,-0.83913344,0.042982996,-0.8199604,-0.9825906,0.4060396,-1.9928033,1.8589709,0.38966292,0.5201403,-0.3047319,0.3438074,0.14458856,0.0120181665,0.7752822
ACH-000378,0.0,0.30619985,0.21654397,0.36225837,0.14123951,0.0,0.5849013,1.3736126,-0.28637445,-0.020142987,1.2006897,-0.39404178,0.07336093,0.60056967,0.0,0.0,0.0,0.2,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.058,0.058,0.098396614,0.8636588,0.9476762,2.0355957,-0.018793324,0.2731162,-0.58031327,-0.1277001,-0.2903719,-0.3759437,-0.017976915,-0.12813336,0.021967975,0.6750535,0.090854295,0.70987666,-0.8026009,-0.4495749,-0.34761706,-0.016174555,-1.2658124,-1.3157274,-0.20654206,-0.61561006,-0.58184516,-0.13680494,-0.37818024,0.77803415,-0.38526562,-0.32066628,-0.63703805,-0.978805,0.4268653,-0.22915879,1.4276204,0.28731787,-0.37013465,-0.69904494,0.2805493,1.393783,-0.3087806,0.8832282
ACH-000387,0.0,-0.98954225,-0.56330097,-0.64878243,-1.2022828,0.0,-0.11521777,-0.25467625,-0.75316787,-0.3076618,-0.105365835,-0.6917417,-0.11501012,0.8550812,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.074,-0.65606606,1.4990518,0.5126354,0.45978236,-0.17333911,0.45007488,-0.64266306,1.1611764,-0.50812674,-1.1998034,-0.6668776,-0.1944768,0.04685808,0.8547124,-0.8089845,0.82406914,0.14543052,-0.22991906,0.44161093,-0.1217909,-0.16937985,0.35202855,0.42109978,1.1154395,0.67404705,0.5217681,-0.09402482,0.7428658,-0.06520436,-0.4879377,-0.01868942,0.23686247,0.4341064,-0.5258335,-0.83593225,0.25217068,0.4020152,0.36067736,0.8873522,1.5523005,0.105039574,0.6053701
