ModelID,expr::cell_cycle_mitosis,expr::microtubule_spindle,expr::apoptosis,expr::dna_damage_repair,expr::mapk_signaling,expr::pi3k_akt_mtor,expr::emt_adhesion,expr::oxidative_stress_ferroptosis,expr::proteasome_er_stress,expr::chromatin_hdac,expr::drug_transport_metabolism,expr::receptor_tyrosine_kinase,expr::global_mean,expr::global_abs_mean,mut::cell_cycle_mitosis,mut::microtubule_spindle,mut::apoptosis,mut::dna_damage_repair,mut::mapk_signaling,mut::pi3k_akt_mtor,mut::emt_adhesion,mut::oxidative_stress_ferroptosis,mut::proteasome_er_stress,mut::chromatin_hdac,mut::drug_transport_metabolism,mut::receptor_tyrosine_kinase,mut::global_mean,mut::global_abs_mean,cnv::cell_cycle_mitosis,cnv::microtubule_spindle,cnv::apoptosis,cnv::dna_damage_repair,cnv::mapk_signaling,cnv::pi3k_akt_mtor,cnv::emt_adhesion,cnv::oxidative_stress_ferroptosis,cnv::proteasome_er_stress,cnv::chromatin_hdac,cnv::drug_transport_metabolism,cnv::receptor_tyrosine_kinase,cnv::global_mean,cnv::global_abs_mean,meth::cell_cycle_mitosis,meth::microtubule_spindle,meth::apoptosis,meth::dna_damage_repair,meth::mapk_signaling,meth::pi3k_akt_mtor,meth::emt_adhesion,meth::oxidative_stress_ferroptosis,meth::proteasome_er_stress,meth::chromatin_hdac,meth::drug_transport_metabolism,meth::receptor_tyrosine_kinase,meth::global_mean,meth::global_abs_mean,prot::cell_cycle_mitosis,prot::microtubule_spindle,prot::apoptosis,prot::dna_damage_repair,prot::mapk_signaling,prot::pi3k_akt_mtor,prot::emt_adhesion,prot::oxidative_stress_ferroptosis,prot::proteasome_er_stress,prot::chromatin_hdac,prot::drug_transport_metabolism,prot::receptor_tyrosine_kinase,prot::global_mean,prot::global_abs_mean
ACH-000004,0.0,-1.3114307,-0.21906276,0.6467796,-1.1402225,0.0,-0.35299265,-0.2924347,0.56632257,0.5472789,0.120854214,-0.4299838,-0.12397265,0.9921179,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.034,-0.29037145,0.36945897,0.39231583,0.7616393,0.005842967,-0.15447065,-0.856959,0.47807056,-0.5047116,0.37588507,-0.6312921,-0.049415085,0.029618166,0.7234888,0.4074375,-0.3367559,0.58705604,-0.06367906,0.7917678,0.1001513,0.19939987,1.0215068,-0.21735561,0.40209264,1.0028275,0.74939805,0.20796154,0.6902552,-0.62197644,-0.4187231,0.50383097,-0.17269105,-0.54800844,-0.7730106,-0.31503457,0.19087656,-0.3729993,0.8664078,-1.0467392,0.098634824,-0.11478366,0.72523886
ACH-000007,0.0,-1.2763734,-0.012647241,0.9460317,0.25445613,0.0,-0.7003767,-0.30300325,-0.8069945,-0.1873103,0.8260824,0.007542512,-0.10543184,0.8603095,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.054,-0.51367664,-0.97298646,-0.1242632,-0.30714267,-0.107768945,-0.26736337,-0.73926675,-0.526651,-0.113660716,-0.23026264,0.27745232,0.047827758,-0.08480222,0.5279512,0.15869957,0.12787111,-0.85206634,0.2062299,-0.057813678,-1.0464575,1.4041858,0.60189503,-0.23086323,0.32122692,-0.57352495,-0.036603678,0.08807717,0.7801763,-0.8894309,-0.84545094,0.36676615,0.31742117,-0.60067403,0.13458946,-0.061807062,0.019865287,0.64624757,-0.6388531,-0.8262607,-0.82868147,0.11659972,0.713071
ACH-000009,0.0,-0.6379674,-0.050451785,-2.1254494,0.44933158,0.0,-0.20041819,0.09678931,-0.0034247786,1.0234042,1.6006178,0.6609058,0.07857189,0.7854835,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.33333334,0.062,0.062,1.4185381,2.255559,0.18568139,0.56980705,-0.16209896,-0.34349424,1.6798235,-0.7990065,-0.36241046,1.112328,-0.059683453,-0.09696737,0.19068667,0.7504092,0.17419142,-0.20604834,-0.18491183,0.4879033,0.027374119,1.2106359,0.43332994,-0.097079724,-0.24817485,-1.0248417,1.2064941,0.4158924,0.23499809,0.8495994,0.1662062,-0.08482584,0.46874052,-0.2976646,0.13609496,0.84018713,0.2587307,0.035753567,-0.5115007,-0.0553628,-2.0294821,0.45707452,0.15598834,0.66635036
ACH-000011,0.0,0.3757063,0.319056,0.28790906,0.25018355,0.0,0.15837125,0.18146306,0.073028766,0.6913693,0.06417715,-0.06881491,-0.09383217,0.7183341,0.0,0.0,0.0,0.2,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.002028484,-0.45257008,-0.3804079,-0.21318638,-0.04129235,-0.2610049,-0.5495879,-0.010044783,-0.037761055,0.18008816,0.6533239,-0.090442225,-0.16832484,0.4982715,-0.44197923,0.62651557,-0.7883015,-0.6667944,-0.70758706,0.11521,-0.46423507,0.3402763,-0.67552394,-0.58440286,-0.9815754,-0.82286906,-0.19040623,1.0551265,0.31102663,-0.13133322,-0.252019,-0.8303291,0.14270689,-0.13779722,0.27521196,-0.27328655,-0.93497276,-0.1600379,0.06742466,2.1322296,-0.15809187,0.7518763
ACH-000014,0.0,0.5269605,0.06981099,0.6016545,0.066624776,0.0,0.89149916,-0.033416975,-0.13891535,-0.67648697,0.1859173,-0.14094615,0.26724237,0.744354,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,0.1282395,0.6617795,-0.1039481,-0.5169985,-0.18848188,-0.14346856,0.24772453,-0.34445888,-0.1824304,1.0334392,0.23491204,-0.09482155,-0.014076467,0.50355816,-1.3666955,0.1700531,-0.24411304,0.2502666,-0.1983545,-0.7536298,-0.09693062,0.8318855,-0.67552394,0.45468873,-0.9815754,-0.5267515,0.06694503,0.63378876,-0.8542676,-0.5179275,0.017748395,0.55319875,-0.12535582,0.16975063,-0.12078869,-0.2704922,0.6442581,-0.36351487,-2.7039967,0.098634824,-0.13903877,0.849523
ACH-000017,0.0,-1.438892,-1.1343583,-0.14789127,0.23003796,0.0,-1.0315882,-1.0832671,0.40422398,0.33267552,-0.5345642,0.18541119,-0.16747367,0.8137887,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.064,0.064,2.857422,0.90593535,-0.35416317,0.27808684,0.24848789,-0.15310034,1.9231006,0.6029004,0.6748066,-0.93880993,0.62863857,0.47773758,0.5982896,1.0250611,0.064572796,-0.10209141,-0.3071307,-0.07619122,0.069707215,-0.9632286,-0.007197302,-0.3772231,0.32260665,0.5646905,-0.58184516,-0.38874048,-0.21161096,0.7514539,0.21302696,-0.09230792,0.00569141,-0.5013075,0.0070943646,0.42358392,-0.6967865,-0.34458593,-1.1620622,0.18116736,-0.308746,0.098634824,-0.089578636,0.7519847
ACH-000019,0.0,0.10049469,-0.4379905,1.1881443,-0.38330755,0.0,-0.64502376,-0.6441024,0.91264105,0.9727235,-0.0029756129,0.06462452,-0.16382656,0.7569407,0.0,1.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.2,0.0,0.16666667,0.126,0.126,0.13141793,1.2951654,-0.06190905,-0.48221043,0.08247687,2.6182895,1.7668808,-0.32549804,0.4887721,-0.17826912,0.009050111,-0.4295998,0.33746886,0.9776406,-0.20135756,0.022204239,0.04713562,-0.39664528,0.15037821,-0.0712609,1.0086817,-0.12154384,-0.22570257,-1.0248417,-0.9815754,0.2384848,-0.03830481,0.7526921,-0.19466852,0.16274971,-0.00525077,-0.5287161,-0.19725625,0.4511773,0.46995974,0.08925747,0.5447568,-0.008313751,-0.093649864,0.8659503,0.28307718,0.6709455
ACH-000022,0.0,-1.2468414,-0.23265475,0.32960755,0.17417334,0.0,-0.7983234,-0.28278682,-0.6338018,-0.77243775,0.056873642,0.19018976,-0.112526506,0.74843913,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.037,0.037,-0.4418531,0.38632372,-0.43632746,-0.47292042,-0.15943678,-0.03375141,0.055007342,0.009036541,-0.48691332,-0.21699646,-0.27727354,-0.018324805,-0.060906958,0.6049284,0.15401317,-0.39137504,0.43046975,-0.67168605,-0.35456187,-0.79391867,0.13699788,-0.2148273,-0.2086777,0.85886633,-0.18211494,0.3301254,-0.083512604,0.9346957,0.3827677,0.04768077,0.7740528,1.0168307,-0.5473948,-0.13490003,-0.13830996,-0.044873986,-0.4253957,0.436456,-1.3104392,-0.7531478,0.045081433,0.73993105
ACH-000024,0.0,-0.9138284,0.32820946,0.8388175,-0.87948775,0.0,-0.5733001,-0.55458915,2.1489563,-1.1973314,-0.39626586,-0.62101984,-0.41042858,0.9482284,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,-0.2255661,-0.7678824,0.45423916,0.17639443,-0.16203871,0.04138703,-0.13200592,-0.6803035,-0.38438696,-0.14598498,-0.9805131,0.49152085,-0.085237525,0.71145946,0.16119604,0.08406106,-0.38076335,0.050388284,-0.26705873,0.0016606748,-0.05359701,-0.23995,-0.18136254,-0.17556626,-0.5606306,-0.10391331,-0.02609372,0.4024207,0.74724543,0.5357897,-0.43151966,0.24575391,-0.027194016,0.65278935,-0.69163024,0.4963469,0.0005387164,-0.33978772,1.2423815,0.74604845,0.16400228,0.59151155
ACH-000035,0.0,0.40993544,0.04676315,-1.0522637,0.34150612,0.0,0.26045457,0.3600461,-0.28243166,-0.38625386,0.13772002,0.35850748,0.25779188,0.6927274,0.0,0.0,0.0,0.2,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.051,0.051,-0.05231063,1.44908,0.36876607,0.48313844,-0.19121432,0.31604823,1.4075857,-0.43376657,0.17698695,0.67248493,-0.3978144,-0.23982842,0.18713842,0.68581593,-0.5866118,-0.6187474,-0.8077464,0.02029132,-0.51992524,1.081502,-1.2658124,-0.08974652,-0.67552394,-1.0248417,-0.9815754,-0.99510556,-0.30970505,0.9821621,-0.34794033,-1.1358713,-0.6943578,-0.86750054,-0.3406428,-0.33038875,0.07291635,-0.22404665,-0.42822656,0.05966066,1.369735,0.3552829,-0.2155224,0.7922618
ACH-000039,0.0,0.15105149,-0.21710494,0.8929569,-0.6615321,0.0,0.13174447,-0.49006495,-1.5252998,2.072397,-0.45912904,0.09563198,-0.09780143,0.86927307,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.017,-0.50756514,-0.8295837,-0.12757394,0.058697015,0.19389163,0.008525103,-0.12094001,0.51125324,-0.21924436,-0.3117936,-0.47845936,0.18932478,-0.005021953,0.5005579,0.20550358,-0.32973862,0.28263357,0.038359977,0.49012065,-0.9352633,0.26000887,2.7162175,-0.09583801,0.07733311,0.32746163,0.080364764,0.1343913,0.8331429,0.4942399,0.67375684,0.062049523,0.53810436,-0.050398767,-1.6782126,-0.43428442,0.16858734,-0.053112566,0.52871585,0.9287924,-0.50466615,0.1658908,0.7061583
ACH-000040,0.0,0.32328796,0.52263856,0.012381713,0.5196628,0.0,0.999074,0.36742675,0.36234307,-0.75192523,-0.38342285,0.69407827,0.13950025,0.85173213,0.0,0.0,0.0,0.2,0.0,0.6666667,0.0,0.0,0.0,0.2,0.0,0.0,0.042,0.042,-0.27008635,0.09325915,0.24050649,0.21102527,0.02413654,-0.25675914,0.22291318,0.17971444,-0.02922654,0.3648096,-0.051301807,-0.19037555,-0.104495935,0.39964327,0.33263955,-0.43047386,-0.3759785,-0.08688367,0.6996428,0.0806326,-0.42487845,-0.22201407,-0.22400898,-0.58104575,0.41299728,0.35119534,-0.0067588584,0.7460134,-0.7523929,0.34698692,0.70021915,-0.10296656,-0.18377036,0.42052037,1.259129,-0.38817203,0.44192603,-0.6871648,-0.2798265,-0.0019445161,0.11711146,0.692024
ACH-000041,0.0,0.23062192,0.37406516,1.2111659,-0.5365718,0.0,-0.16985777,-0.33195472,-1.0675812,2.3228939,0.055594027,0.18452662,0.0551203,0.86248976,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.021,0.021,0.11868836,-0.009279504,0.3210787,-0.023926198,-0.09142848,-0.5736013,0.13480666,-0.21492189,-0.46362716,-0.36585453,-0.18623312,0.003825489,-0.06423387,0.53163683,-1.3887085,-0.71252465,-0.7883015,-0.33330163,-0.2603932,0.11521,-1.2658124,0.28317338,-0.67552394,-0.58440286,-0.9815754,-0.50344485,-0.5447856,1.1216104,0.18780905,0.14897719,-0.25199455,0.8996176,0.49140075,0.12825537,-0.324511,0.27622667,0.17104459,0.7422666,0.2563878,0.098634824,-0.08042169,0.81231844
ACH-000042,0.0,-0.9319142,-0.07178827,-0.5586523,0.0186933,0.0,-0.31752908,-0.41221565,-0.20529196,-0.09683005,-0.4081095,-0.16127829,-0.19046406,0.60932535,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046,-0.084827796,-0.18548211,-0.5416982,-0.17465815,-0.03893151,-0.17427981,-0.16710725,0.8622005,0.10207823,-0.31627935,-0.44728568,-0.35970038,-0.1662535,0.519493,0.4553737,0.1116375,-0.20391259,0.24206547,0.50285953,0.10951364,0.6410183,1.0519692,-0.15999018,0.6581384,-0.18211494,0.46103007,0.26365903,0.7140917,0.80323595,0.49050876,-0.0458949,1.0012686,-0.40648898,-0.68025136,-0.746141,-0.74123144,-0.013874581,1.3265535,-1.0950089,0.098634824,-0.28552666,0.92721885
ACH-000046,0.0,0.50900936,1.1787608,0.2785057,0.46399602,0.0,0.18167791,0.28155413,0.54094523,0.3177539,-0.04514017,0.2234615,0.130187,0.7204505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.024,0.6780242,-1.0204766,-0.22635393,-0.34178308,0.009012383,-0.3959796,-0.8546765,-0.5497753,0.4424784,0.18954352,1.4555452,0.15662879,0.05734254,0.73588055,0.95973176,-0.24627535,-0.7473471,0.334941,-0.00076801365,-0.79654247,-0.4901177,-0.45590198,-0.0801953,-0.6128589,-0.18211494,0.25003275,0.028948236,0.8139105,0.06019826,-0.52985454,-0.015663454,-0.29255292,-0.40550253,0.29877466,-1.3777347,0.018001514,-0.37390596,-0.26683432,0.81250775,0.99849576,-0.20215896,0.7866392
ACH-000048,0.0,0.51652217,-1.177793,1.2868274,-0.3845254,0.0,0.2671542,-0.44732976,-0.7374151,1.8894024,-0.6631086,-0.26007304,-0.096531644,0.7538998,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,0.10374399,-0.016147882,0.08330846,-0.08975332,-0.11020848,0.06695718,-0.53771794,-0.5359043,-0.32413173,-0.20149083,-0.3713124,0.017121706,-0.1564292,0.57160115,-0.42637387,-0.9238797,-0.3410092,0.12598576,-0.64588225,-0.83182293,0.6237815,0.9257218,-0.71144843,0.81951714,-0.18211494,-0.6193731,0.14700212,0.74422693,-0.8839376,-0.14008074,-0.59935063,-0.07931003,0.4402228,0.38275468,1.0910957,0.4308985,0.73728746,-0.22150277,2.109656,0.4432846,0.14632058,0.63073075
ACH-000050,0.0,-1.1308951,-0.5300125,-0.05445205,-0.7894153,0.0,-0.7041929,-1.0421064,0.9324264,-0.7375934,-0.0027849674,-0.62947285,-0.36086094,0.91339517,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.061,-0.4650564,0.25500426,0.9197931,0.81091565,-0.07392894,-0.25081936,0.3428023,-0.849842,-0.4117594,-0.05588761,-0.8687134,0.52353036,-0.08060498,0.79668,-0.0841892,-0.39038455,0.21955803,-0.24741516,0.27672294,-0.8641097,-0.50114894,-0.29371142,0.05095913,-0.10903012,-0.60530716,-0.1197905,-0.14892593,0.7616472,-0.5944643,-0.13636881,0.50420576,-0.321568,-0.06919671,1.1967416,-0.053095106,-0.41091394,-0.6181974,-0.27373493,0.005056198,0.098634824,-0.08995719,0.85731745
ACH-000059,0.0,-0.07697245,-0.26124498,1.3930249,-0.6232109,0.0,-0.3032295,-0.7847915,1.1176326,1.124429,-0.4609129,-0.61947155,-0.23184176,0.97860175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.035,-0.42763036,-0.85548055,-0.019881785,0.13828808,-0.1847773,-0.4540856,-0.52834964,-0.23103786,-0.25052515,-0.44588423,-0.33452398,-0.20499863,-0.20963551,0.4052957,0.4085683,0.7258706,0.104849696,0.5464265,0.88396025,0.1662874,1.204496,1.3229704,0.36619717,-0.12143857,0.8228869,0.9112772,0.6413408,0.95564973,0.40327182,0.50766337,0.2754178,1.3183551,0.2796145,-1.4430236,-0.5302602,-0.04265165,0.20455767,0.820941,-0.47917956,0.098634824,0.07403322,0.7307387
ACH-000062,0.0,0.95709205,0.0171078,-2.0063584,0.1669396,0.0,0.68366885,1.5965157,-0.08587347,-0.12451283,1.2525501,-0.13064587,0.27187282,0.61470515,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.036,-0.6306944,-1.0168719,-0.25944495,-0.55946326,-0.13274181,-0.4495447,-0.639888,-0.40178236,-0.015281428,-0.3985851,-0.039528683,-0.053717297,-0.22308509,0.42483926,0.29181594,-0.30135897,0.34331405,0.0034825206,-0.43730074,-0.30105126,0.10173085,-1.3157274,-1.2962601,-0.5384506,-0.5452251,-0.59640056,-0.5653677,1.0627488,-0.7026968,0.10988942,0.10973539,0.47918403,0.7168754,-0.0106214285,1.0083618,0.003691603,0.43772188,-0.015367912,-0.06343517,-0.03598737,0.18142149,0.8094128
ACH-000068,0.0,-0.82469106,0.60101104,0.13492702,-1.2998102,0.0,-0.5327549,-0.7016381,0.7160443,0.75148916,0.24586257,-0.9033178,-0.24685833,0.9409146,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.027,-0.41794562,-0.5295067,0.14769094,0.4037948,-0.1256689,-0.1235467,-0.48669332,-0.49186814,0.17143898,-0.17696896,0.26756626,-0.207832,-0.088562526,0.42891747,0.16119604,0.08406106,-0.38076335,0.050388284,-0.26705873,0.0016606748,-0.05359701,-0.23995,-0.18136254,-0.17556626,-0.5606306,-0.10391331,-0.02609372,0.4024207,0.44571337,0.4166015,0.09085686,-0.20950963,0.07344264,-0.089099556,1.3856213,0.85700154,0.8474399,0.28951818,0.30069524,-0.13971323,0.0060858447,0.6766088
ACH-000074,0.0,-1.1934379,-0.556812,1.1281135,-1.4507456,0.0,-0.25343308,0.09128996,-0.63574797,-0.23129885,0.052391976,-0.616546,-0.25784057,0.90175486,0.33333334,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.049,-0.402563,-1.1644135,-0.36349535,1.3058267,-0.04546539,-0.12924214,-0.73059183,-0.29833597,-0.108104534,-0.46205893,-0.9151223,0.005902431,0.00042338975,0.7734815,0.1563415,-0.93579364,-0.38060865,0.45172545,0.5954282,-0.08421473,0.10932008,0.68000966,0.0013354222,-0.116230816,0.032479197,0.49167374,0.12593527,0.6384169,-0.08554634,0.34416577,-0.16754739,0.8275579,0.180989,-0.22550355,-0.5510385,-0.41162452,-0.16283931,-0.25091043,0.03486533,0.3221623,0.034331903,0.7611839
ACH-000076,0.0,-1.2979946,0.1772338,1.0817329,-1.0320013,0.0,-0.040654678,-0.32914257,-0.03515881,1.4167417,0.034372497,-0.48074108,-0.21432602,0.94296944,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023,-0.07652563,-0.8148942,1.0880257,2.2347562,0.24778092,-0.15711002,-0.53924674,-0.22051817,-0.19611277,0.3275917,-0.3795664,-0.124504305,0.06621878,0.6938201,-0.48275772,-0.45517778,-0.3359677,0.28619808,0.6234141,0.15550575,-0.3422439,-0.2211858,-0.03835821,-0.5007386,1.2424781,0.37856942,0.0446652,0.767755,0.91455245,0.80283463,0.7551857,1.068073,0.06189006,-0.6848828,-0.84144115,-0.23145226,-0.1694577,1.1598076,-0.7138618,0.098634824,-0.081453964,0.86430544
ACH-000078,0.0,1.525039,-0.63382226,0.13169779,-0.5428543,0.0,0.19155997,-1.2571524,0.6866818,2.2421343,-0.09738558,-0.11065117,0.002516445,1.0043917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.035,-0.34355262,-0.27990076,-0.16045444,-0.25517985,-0.009714458,-0.33523366,-0.119188935,0.045639873,0.0036323313,-0.038525485,-0.20237546,0.15753902,-0.0061913813,0.44962707,-1.2036233,-0.71252465,0.39128354,-0.04998286,-0.70758706,0.99726784,-0.85347676,-1.3157274,-0.67552394,-0.15242809,-0.9815754,-0.46507066,-0.38437372,1.0017568,-0.69797546,-1.2776182,-0.5241437,-0.9404057,-1.7707548,-1.4406304,-0.19416685,-1.0197006,-1.7590331,-0.9203495,0.13942905,-1.9627376,-0.76114076,1.2041489
ACH-000080,0.0,-1.320805,0.49624413,0.9185791,-1.2798485,0.0,-0.76923877,-0.39199284,-0.89272857,-0.18331209,-0.4062535,-0.9253806,-0.2946764,0.9626988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,-0.37838626,-0.75943005,-0.1289582,-0.07901992,-0.1720411,-0.38456923,-0.6621876,-0.31835473,-0.30766374,-0.50933564,-0.44679916,-0.2409668,-0.35216647,0.38503227,-0.48986438,-0.5299175,-0.7883015,-0.20827545,0.6830342,-0.031169862,0.64839554,-0.30269983,-0.39252242,0.01733765,-0.9815754,0.6753159,-0.11563514,0.82980233,0.48623744,0.94185543,0.5306364,0.9633252,0.307483,-0.41334197,-0.65011823,-0.18754612,0.00064404524,1.1313455,-0.76066124,0.6919062,-0.15211245,0.88695246
ACH-000082,0.0,0.9800459,0.48672298,-2.006388,0.5678216,0.0,1.235537,0.6172625,-0.75571907,0.080068365,-0.52333933,0.53150314,0.06915222,0.8346566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.018,0.2673165,2.0436473,2.2071567,-0.6499689,0.60657126,-0.0005563259,0.8433981,-0.070836425,-0.796579,-0.7218935,-0.2653861,0.73442817,0.37405235,1.1443579,1.0683365,0.5455084,0.21784884,-0.063309915,1.0285141,-0.082343265,-0.44797784,0.006683469,0.6057465,0.52860874,-0.18211494,0.3654395,0.22944736,0.829745,-0.29010683,-1.0921572,-0.12643789,-1.0130372,-1.149574,0.25114003,-0.36585635,-0.73353225,-0.91532487,-0.8019273,0.8226097,-0.05462928,-0.35865274,0.992156
ACH-000086,0.0,0.39666742,0.3834907,-2.4135342,-0.5054202,0.0,0.3673517,0.23511988,-0.116684124,-1.6423762,-0.29495835,-0.21939248,-0.174272,0.67728275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.036,-0.11400041,0.3965763,-0.041043542,-0.57012796,-0.14399469,-0.2084259,0.2117149,-0.09742355,-0.41985494,-0.12883608,-0.2324898,-0.1410768,-0.17535727,0.41797286,-0.43689314,-0.16053638,0.38292563,-0.12572005,0.2456147,-0.837465,-0.077119134,0.79876316,-0.28570727,0.6893769,-0.62840486,-0.210642,0.123391114,0.71751606,0.24002936,-0.19560146,0.40422228,0.023329094,-0.23752724,0.4807933,-1.2003984,-0.20618388,0.2667039,0.34162086,-0.00663855,0.098634824,0.09733885,0.695644
ACH-000087,0.0,0.46007058,-0.34961545,1.4983774,-0.45275414,0.0,-0.14229408,-0.4511999,-1.8409395,2.5157278,-0.014113951,0.0267871,0.01795682,0.85337985,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.038,0.038,-0.43939456,-0.96047664,-0.15267554,-0.21284878,-0.036536105,-0.3599997,-0.4992546,0.03762555,0.04962338,-0.13402523,0.3438491,-0.020896012,-0.06568387,0.47291392,-0.6134313,0.12933572,0.29844698,0.28434363,-0.16275913,-0.9679444,-0.07677395,0.266657,0.044264633,-0.6871238,0.3820462,-0.12498067,-0.010377786,0.69930845,-0.12084302,0.0030132663,0.55746675,0.090845704,-0.8221254,-0.5181559,-0.7254604,-0.3374578,-0.02252532,0.38609338,-0.00663855,0.098634824,-0.05794722,0.7743531
ACH-000090,0.0,-0.26713872,-0.35896656,-2.5586104,0.19946577,0.0,0.054999683,-0.3694109,-0.72133833,-0.5387157,-0.6331886,-0.2388775,-0.11552933,0.5921712,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023,0.28900796,-0.18285105,0.3478169,-0.43390983,-0.26936954,-0.083795175,-0.031725947,-0.11116114,0.19382316,0.18441507,-0.16097233,-0.044390716,0.27589703,0.6902604,-0.65065205,0.25184798,-0.7598383,-0.66942114,-0.15936396,0.11521,-0.42096215,-0.102023885,0.525495,-0.6108218,-0.18211494,-0.5493217,-0.03662447,0.726673,-0.18617202,-0.35670993,-0.022273906,-0.46580666,-0.12141535,0.25694412,-0.48497373,-0.28407627,-0.80505276,-0.7216632,1.9831257,0.15929376,-0.26060835,0.92157835
ACH-000091,0.0,-0.3707654,0.5748405,-1.7910545,0.19889157,0.0,0.7587644,0.75095063,1.24315,-1.0292013,0.5207514,-0.11192082,0.111425236,0.6536148,0.0,0.0,0.0,0.2,0.25,0.33333334,0.0,0.0,0.0,0.0,0.0,0.16666667,0.039,0.039,-0.3506172,-0.7270766,-0.73222154,-0.29263604,-0.19377342,-0.4622685,-0.4436088,-0.40680647,-0.55886656,-0.6474793,-0.77109385,-0.23308282,-0.38702786,0.50090146,0.30777413,-0.22760394,0.254628,0.26643682,-0.06234726,0.9041939,-0.046776854,-0.15806817,-0.5931748,0.08648905,-0.18211494,-0.16885819,-0.17274456,0.78512543,-0.17392358,-0.79272556,0.10201813,-1.1812042,-0.137337,1.6422892,-0.8351888,0.008660821,-1.0402663,-0.2633238,-0.9112659,0.098634824,0.07035264,0.7457721
ACH-000092,0.0,0.1911481,-0.041633442,-0.15069799,0.09258788,0.0,0.7887214,0.5555896,0.45892468,0.14408289,-0.28648415,0.12741545,0.037584417,0.7018116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.13953246,-0.38638294,0.14509097,-0.61892366,-0.018266892,-0.503265,-0.43595585,-0.03872198,-0.6842576,-0.030966839,-0.61867404,-0.09741746,-0.32971573,0.58071387,0.2244889,0.6582441,0.75388837,0.3671927,0.7114784,1.2416298,0.5431181,0.80070424,0.5489772,0.9561739,0.98426956,0.77001816,0.34843135,0.7483779,0.15563728,0.20904085,-0.058653343,-0.20766391,0.14069124,0.5480579,-0.3619632,-0.18018688,0.39484918,-0.114145875,-0.5810676,0.60638386,-0.008035484,0.67921543
