compound,model_family,strategy,omics_layer_model,fold,feature,omics_layer,importance
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::global_abs_mean,expr,0.027856287986977746
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::mapk_signaling,expr,0.019281684348273903
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::drug_transport_metabolism,expr,0.01843659863837324
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::microtubule_spindle,cnv,0.01764455071290203
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::oxidative_stress_ferroptosis,expr,0.017509747729255905
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::receptor_tyrosine_kinase,expr,0.01741030075273401
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::global_mean,expr,0.015936114881571983
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::apoptosis,cnv,0.01451318403626876
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::cell_cycle_mitosis,cnv,0.013085494550406238
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::receptor_tyrosine_kinase,cnv,0.012314147754031182
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::proteasome_er_stress,expr,0.011835588036921798
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::dna_damage_repair,expr,0.010517224960861639
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,mut::cell_cycle_mitosis,mut,0.0102800904955286
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::apoptosis,expr,0.010112621394511351
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::chromatin_hdac,expr,0.009798767277345233
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::dna_damage_repair,meth,0.009458918192541346
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::global_mean,meth,0.008342569409521213
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::dna_damage_repair,cnv,0.007770511492536454
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::chromatin_hdac,cnv,0.007503306455125716
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,expr::microtubule_spindle,expr,0.007138362938417443
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::drug_transport_metabolism,cnv,0.0068700608473839355
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::microtubule_spindle,meth,0.006842938615099999
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::chromatin_hdac,prot,0.0067493662814615205
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::microtubule_spindle,prot,0.006146176889261451
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::emt_adhesion,meth,0.006047817926336439
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::emt_adhesion,prot,0.005507698454463485
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,mut::dna_damage_repair,mut,0.005467526573444138
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::oxidative_stress_ferroptosis,cnv,0.005137838424209482
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::drug_transport_metabolism,prot,0.0051183443234334575
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,mut::mapk_signaling,mut,0.004787220266359141
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::dna_damage_repair,prot,0.004636440426379779
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::global_mean,prot,0.0045127212295297875
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::chromatin_hdac,meth,0.004433510035989579
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::pi3k_akt_mtor,meth,0.004273343975133206
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::cell_cycle_mitosis,meth,0.003942935804283131
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::proteasome_er_stress,prot,0.0037175501750473052
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::proteasome_er_stress,meth,0.003624801071250654
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::cell_cycle_mitosis,prot,0.0035920264499890724
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::mapk_signaling,prot,0.0032822856767214547
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::pi3k_akt_mtor,prot,0.0030170822050650456
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::proteasome_er_stress,cnv,0.0029541347490380414
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::receptor_tyrosine_kinase,prot,0.0028275429312418564
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::receptor_tyrosine_kinase,meth,0.002723406433457558
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,mut::global_abs_mean,mut,0.0026646248315895142
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,mut::global_mean,mut,0.0026646248315895142
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::global_mean,cnv,0.0025278783395029066
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::apoptosis,prot,0.0023915189285331657
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,meth::global_abs_mean,meth,0.0023147458626275206
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,prot::global_abs_mean,prot,0.002216733545595038
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::global_abs_mean,cnv,0.0021972601709890627
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::global_abs_mean,expr,0.02632620909564591
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::mapk_signaling,expr,0.022276034436293404
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::oxidative_stress_ferroptosis,expr,0.018772978424215672
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::drug_transport_metabolism,expr,0.017248278740459817
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::apoptosis,expr,0.01698299669939269
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::microtubule_spindle,cnv,0.01644839157645525
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::receptor_tyrosine_kinase,expr,0.014960439801624134
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::chromatin_hdac,cnv,0.014072213030269318
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::chromatin_hdac,expr,0.013157147399778083
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::dna_damage_repair,expr,0.012707038076942824
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::dna_damage_repair,meth,0.01267954684163676
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::apoptosis,cnv,0.012550172658482742
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::drug_transport_metabolism,prot,0.011946260878331673
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::pi3k_akt_mtor,meth,0.010923094303328305
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::oxidative_stress_ferroptosis,meth,0.010047291181926125
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::receptor_tyrosine_kinase,prot,0.010026777884257796
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::receptor_tyrosine_kinase,cnv,0.00994917680125329
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::cell_cycle_mitosis,prot,0.009627064166739025
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::emt_adhesion,meth,0.00946772734386519
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::global_mean,meth,0.009264138209707163
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::global_mean,expr,0.009218590892086629
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::chromatin_hdac,prot,0.008821894195757976
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::dna_damage_repair,mut,0.008663012699507915
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::cell_cycle_mitosis,mut,0.008129458767780862
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::proteasome_er_stress,expr,0.007995321732375372
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::microtubule_spindle,meth,0.007208913930579009
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::cell_cycle_mitosis,cnv,0.00712307075734873
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::emt_adhesion,prot,0.006885456114350514
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::microtubule_spindle,prot,0.0063969344739681034
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::mapk_signaling,prot,0.006028448588620121
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::receptor_tyrosine_kinase,mut,0.00505072011723277
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::global_abs_mean,meth,0.0048181532180127315
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::pi3k_akt_mtor,mut,0.004236932246678302
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::apoptosis,prot,0.0041686862365455735
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::cell_cycle_mitosis,meth,0.004067485488329943
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::pi3k_akt_mtor,prot,0.003630837186943531
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::mapk_signaling,cnv,0.0036175771283860634
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::oxidative_stress_ferroptosis,prot,0.003333380769933143
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::emt_adhesion,mut,0.0028130715512991924
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,expr::microtubule_spindle,expr,0.002804896991175963
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::dna_damage_repair,prot,0.0027335351052317387
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::proteasome_er_stress,cnv,0.0026569412599647246
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,prot::global_mean,prot,0.002607613836257749
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::drug_transport_metabolism,meth,0.0024011936472018956
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,meth::apoptosis,meth,0.002167990031510589
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::mapk_signaling,mut,0.0021547773631714695
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::drug_transport_metabolism,cnv,0.0020353800618182452
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::global_abs_mean,cnv,0.00195672388124378
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::oxidative_stress_ferroptosis,cnv,0.0018981900337844276
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,2,mut::global_mean,mut,0.0017822741007510468
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::mapk_signaling,expr,0.026846180934719334
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::global_abs_mean,expr,0.025221388981590535
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::drug_transport_metabolism,expr,0.019567326127239472
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::apoptosis,expr,0.018343473725789795
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::microtubule_spindle,cnv,0.017948976680999425
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::receptor_tyrosine_kinase,expr,0.0160233454063585
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::oxidative_stress_ferroptosis,expr,0.014200929491249884
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::receptor_tyrosine_kinase,cnv,0.013000002373519646
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::apoptosis,cnv,0.012733513781650243
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::dna_damage_repair,expr,0.011924818405552063
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::chromatin_hdac,cnv,0.01103271306489533
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::global_mean,expr,0.010742885378497321
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::microtubule_spindle,prot,0.010714643263651596
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::dna_damage_repair,meth,0.010309736756042857
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::proteasome_er_stress,expr,0.009456410510145471
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::emt_adhesion,meth,0.009447895380301267
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::global_mean,meth,0.009197892510731439
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::oxidative_stress_ferroptosis,meth,0.008390463680539445
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::cell_cycle_mitosis,prot,0.008338635571522214
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::cell_cycle_mitosis,mut,0.008233131049312349
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::global_abs_mean,meth,0.008224543105050332
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::drug_transport_metabolism,prot,0.008167665326711029
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::pi3k_akt_mtor,prot,0.007899814657220719
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::chromatin_hdac,expr,0.007727564027692011
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::mapk_signaling,mut,0.007660133957678629
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::pi3k_akt_mtor,meth,0.0076513013289173076
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::cell_cycle_mitosis,cnv,0.007441865559883937
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::microtubule_spindle,meth,0.007362632031789208
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::chromatin_hdac,prot,0.0068999946752312
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::oxidative_stress_ferroptosis,cnv,0.006561511860789423
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::dna_damage_repair,mut,0.00644712009254764
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::emt_adhesion,mut,0.0064257190741058715
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::apoptosis,meth,0.0056543519842388815
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::oxidative_stress_ferroptosis,mut,0.005073249414949634
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::emt_adhesion,prot,0.004980083960980302
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::drug_transport_metabolism,mut,0.0045930561622443255
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::apoptosis,prot,0.0042161155447797355
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::microtubule_spindle,mut,0.0037107093844662604
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::proteasome_er_stress,cnv,0.0034404521416646155
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::global_abs_mean,cnv,0.0033678317943989064
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::global_mean,prot,0.003150007633882524
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::global_abs_mean,mut,0.00314705932677423
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::global_mean,mut,0.00314705932677423
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::mapk_signaling,meth,0.00270251994331278
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::receptor_tyrosine_kinase,prot,0.0026347091776685204
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::drug_transport_metabolism,cnv,0.0024684515823953546
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,expr::microtubule_spindle,expr,0.002264875681833336
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,prot::proteasome_er_stress,prot,0.0020488000434691514
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,meth::proteasome_er_stress,meth,0.0016680129127255219
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,3,mut::pi3k_akt_mtor,mut,0.0015809450407750546
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::global_abs_mean,expr,0.027572442413638674
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::mapk_signaling,expr,0.025729028940356807
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::oxidative_stress_ferroptosis,expr,0.01710046211503804
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::microtubule_spindle,cnv,0.01643213789998215
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::apoptosis,expr,0.016192506983988605
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::receptor_tyrosine_kinase,expr,0.01549114901708774
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::drug_transport_metabolism,expr,0.013979738103148572
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::global_mean,expr,0.013570325661761078
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::drug_transport_metabolism,prot,0.01340128343179781
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::apoptosis,cnv,0.01196508353047002
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::mapk_signaling,mut,0.011092674970652765
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::receptor_tyrosine_kinase,cnv,0.01078480975539426
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::pi3k_akt_mtor,prot,0.009994984916734317
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::dna_damage_repair,expr,0.009557728444580294
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::chromatin_hdac,expr,0.009446425046654832
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::chromatin_hdac,cnv,0.009349223839435329
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::oxidative_stress_ferroptosis,meth,0.009261108295555228
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::microtubule_spindle,prot,0.009234845710043581
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::cell_cycle_mitosis,prot,0.009023831370980218
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::proteasome_er_stress,expr,0.008770408129851682
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::global_mean,meth,0.008541819563886749
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::emt_adhesion,meth,0.008159164760208067
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::cell_cycle_mitosis,mut,0.008078556102535057
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::dna_damage_repair,meth,0.00754228134968135
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::oxidative_stress_ferroptosis,cnv,0.006842229084944337
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::pi3k_akt_mtor,meth,0.006677525081158849
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::cell_cycle_mitosis,cnv,0.006624665150992023
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::chromatin_hdac,prot,0.006136914290782191
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::proteasome_er_stress,cnv,0.00593064340889218
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::microtubule_spindle,meth,0.005899761837647968
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::proteasome_er_stress,meth,0.005529401037433226
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::global_abs_mean,meth,0.005077259305737573
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::microtubule_spindle,mut,0.004886203455535481
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::pi3k_akt_mtor,cnv,0.0044586282101261605
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::receptor_tyrosine_kinase,mut,0.004388743683893129
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::apoptosis,prot,0.004289120580937243
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::microtubule_spindle,expr,0.004263245410264901
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::mapk_signaling,prot,0.004225933804202692
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::emt_adhesion,prot,0.0038421893036113715
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::dna_damage_repair,prot,0.003620973589649593
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::proteasome_er_stress,prot,0.003329137847032058
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::mapk_signaling,meth,0.0028470256836192155
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::apoptosis,meth,0.0027372571526424715
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,prot::oxidative_stress_ferroptosis,prot,0.0027322277685435893
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::global_mean,mut,0.0026987124677232775
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::global_abs_mean,mut,0.0026987124677232775
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,mut::drug_transport_metabolism,mut,0.002569026119652843
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,meth::cell_cycle_mitosis,meth,0.002463819616310614
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::mapk_signaling,cnv,0.002306298435813729
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,4,expr::emt_adhesion,expr,0.002230299234312484
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::global_abs_mean,expr,0.027349178960420953
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::mapk_signaling,expr,0.02628959448206056
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::microtubule_spindle,cnv,0.021148373544640026
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::drug_transport_metabolism,expr,0.019172736350698452
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::apoptosis,expr,0.018056935611629656
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::receptor_tyrosine_kinase,expr,0.016522091391167972
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::oxidative_stress_ferroptosis,expr,0.014576128805115846
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::dna_damage_repair,expr,0.014102870303880206
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::chromatin_hdac,cnv,0.013393243916390402
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::global_mean,expr,0.012956035362949208
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::oxidative_stress_ferroptosis,meth,0.012237994459207067
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::drug_transport_metabolism,prot,0.011005365312490845
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::cell_cycle_mitosis,prot,0.010871414098767119
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::microtubule_spindle,prot,0.010680892528454371
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::proteasome_er_stress,expr,0.010433692958489716
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::chromatin_hdac,expr,0.00968567986243865
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::receptor_tyrosine_kinase,cnv,0.009647883366728276
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::global_abs_mean,meth,0.00885041276799823
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::dna_damage_repair,meth,0.007951176034103311
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::emt_adhesion,meth,0.007803186680521313
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::global_mean,meth,0.00766262799010581
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::cell_cycle_mitosis,mut,0.007405792744390044
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::pi3k_akt_mtor,prot,0.007398192420086081
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::cell_cycle_mitosis,cnv,0.007292986686288808
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::dna_damage_repair,mut,0.006541498496949926
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::global_abs_mean,cnv,0.00543245950678212
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::microtubule_spindle,meth,0.005277069930199049
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::proteasome_er_stress,meth,0.005191413620741916
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::apoptosis,cnv,0.0050783681789521905
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::chromatin_hdac,prot,0.004769470596475535
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::drug_transport_metabolism,mut,0.004280324183173119
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::cell_cycle_mitosis,meth,0.0039154481548601796
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::oxidative_stress_ferroptosis,cnv,0.0036243324529011845
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::mapk_signaling,mut,0.0034592957724076945
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::pi3k_akt_mtor,meth,0.003309413578695169
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::mapk_signaling,prot,0.0024789965043829475
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::oxidative_stress_ferroptosis,prot,0.0022548974928658823
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::drug_transport_metabolism,cnv,0.001990003638334516
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::pi3k_akt_mtor,mut,0.001983688664418778
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::pi3k_akt_mtor,cnv,0.0018851760339063965
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::global_mean,prot,0.0018825178456962528
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::mapk_signaling,meth,0.0018286193421403643
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,meth::drug_transport_metabolism,meth,0.0015797954240886064
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,prot::apoptosis,prot,0.0015406771892688634
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::proteasome_er_stress,cnv,0.0013027746892285796
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::global_abs_mean,mut,0.001275966410982157
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,mut::global_mean,mut,0.001275966410982157
Vincristine,RidgeCV,pathway_modules,multiomics_pathway,5,expr::microtubule_spindle,expr,0.0011417411240026952
