compound,model_family,strategy,omics_layer_model,fold,feature,omics_layer,importance
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::receptor_tyrosine_kinase,mut,0.006845974954689813
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::receptor_tyrosine_kinase,cnv,0.006817189492350651
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::oxidative_stress_ferroptosis,mut,0.006303662454337371
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::mapk_signaling,cnv,0.006234302389762963
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::microtubule_spindle,prot,0.005957703639899848
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::global_mean,mut,0.005687409715160906
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::global_abs_mean,mut,0.005687409715160906
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::global_abs_mean,cnv,0.005585141985190592
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::emt_adhesion,meth,0.005387336935309791
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::microtubule_spindle,cnv,0.005244416888763613
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::pi3k_akt_mtor,meth,0.0051321660145060575
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::dna_damage_repair,cnv,0.0049747850191519645
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::receptor_tyrosine_kinase,meth,0.004848130098095258
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::proteasome_er_stress,meth,0.004683092436233633
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::oxidative_stress_ferroptosis,prot,0.004610974310341377
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::mapk_signaling,meth,0.004598535844846924
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::drug_transport_metabolism,cnv,0.003957381944130341
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::global_mean,cnv,0.0035958054922236183
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::cell_cycle_mitosis,prot,0.003363179051215555
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::dna_damage_repair,prot,0.0033337149741843016
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::chromatin_hdac,mut,0.0031479201725237403
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::microtubule_spindle,meth,0.002960940395157275
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::proteasome_er_stress,cnv,0.0028855177105926045
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::pi3k_akt_mtor,mut,0.002704430987263348
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::pi3k_akt_mtor,prot,0.002663735876885591
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::emt_adhesion,prot,0.0025752094110813827
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,meth::drug_transport_metabolism,meth,0.002572798815937402
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,mut::cell_cycle_mitosis,mut,0.002425534447138036
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::apoptosis,cnv,0.0020727672225044967
ML210,RidgeCV,pathway_modules,multiomics_pathway,2,prot::apoptosis,prot,0.0018717800383650494
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::oxidative_stress_ferroptosis,expr,0.022194102341603544
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::oxidative_stress_ferroptosis,meth,0.019254225018066274
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::mapk_signaling,expr,0.01498744985756709
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::pi3k_akt_mtor,cnv,0.014807065720277138
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::emt_adhesion,expr,0.014315321846692031
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::oxidative_stress_ferroptosis,mut,0.01325549814129147
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::global_abs_mean,prot,0.012687114025072253
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::dna_damage_repair,expr,0.01201391559016448
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::drug_transport_metabolism,cnv,0.010834316849992953
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::drug_transport_metabolism,expr,0.010766236916579701
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::global_abs_mean,expr,0.010523839030057602
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::oxidative_stress_ferroptosis,prot,0.010436000082869105
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::chromatin_hdac,meth,0.009159177114215563
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::cell_cycle_mitosis,meth,0.008877513939404051
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::microtubule_spindle,mut,0.008519868592439578
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::global_abs_mean,cnv,0.008283723912254142
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::microtubule_spindle,expr,0.00795342266279344
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::emt_adhesion,meth,0.0078919182171593
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::apoptosis,meth,0.007882352333309637
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::mapk_signaling,cnv,0.007049623056723792
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::mapk_signaling,prot,0.006717893892240369
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::pi3k_akt_mtor,meth,0.006148796151248973
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::receptor_tyrosine_kinase,expr,0.005993965550912684
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::receptor_tyrosine_kinase,mut,0.005947953273461281
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::pi3k_akt_mtor,prot,0.005318365242485048
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::microtubule_spindle,prot,0.00508588996953083
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::apoptosis,expr,0.00498492610691875
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::global_mean,meth,0.004703403852431107
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::microtubule_spindle,cnv,0.004382625160465994
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::cell_cycle_mitosis,cnv,0.004198331412675049
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,expr::global_mean,expr,0.004161394992702695
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::receptor_tyrosine_kinase,prot,0.004128922104006996
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::apoptosis,cnv,0.0038722883836200296
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::proteasome_er_stress,prot,0.003408007025810589
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::emt_adhesion,prot,0.0033057050959513
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::pi3k_akt_mtor,mut,0.0032314968055968027
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::cell_cycle_mitosis,prot,0.00321097242206064
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::drug_transport_metabolism,meth,0.003189732959726254
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::microtubule_spindle,meth,0.0030915077454778113
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::proteasome_er_stress,cnv,0.0029947185920831303
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::dna_damage_repair,meth,0.002990803385218039
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::mapk_signaling,meth,0.0029873189853851546
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,prot::drug_transport_metabolism,prot,0.0028098094001679603
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,meth::global_abs_mean,meth,0.002640838700708475
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::dna_damage_repair,cnv,0.002578862517332107
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::global_mean,mut,0.002536783701324574
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::global_abs_mean,mut,0.002536783701324574
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,cnv::receptor_tyrosine_kinase,cnv,0.0024303365597855447
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::chromatin_hdac,mut,0.002313945548455934
ML210,RidgeCV,pathway_modules,multiomics_pathway,3,mut::dna_damage_repair,mut,0.0022313896525911715
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::oxidative_stress_ferroptosis,meth,0.043487053930330116
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::oxidative_stress_ferroptosis,expr,0.03649903100092033
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::pi3k_akt_mtor,cnv,0.036284555130818984
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::emt_adhesion,expr,0.03298598731100164
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::global_abs_mean,cnv,0.030333622661432295
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::apoptosis,expr,0.02787886495819928
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::mapk_signaling,expr,0.020259451841258075
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::dna_damage_repair,expr,0.019640828713769248
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::apoptosis,meth,0.01894390300436073
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::global_abs_mean,prot,0.018897443783422705
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::microtubule_spindle,expr,0.018479316796908236
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::cell_cycle_mitosis,meth,0.018095336937485558
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::chromatin_hdac,cnv,0.016876927033407072
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::global_mean,meth,0.01588483660299132
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::chromatin_hdac,meth,0.015514516183559562
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::mapk_signaling,cnv,0.012657341218225367
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::microtubule_spindle,prot,0.012112113188312228
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::microtubule_spindle,meth,0.012104859440156306
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::receptor_tyrosine_kinase,mut,0.01143815385665194
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::global_abs_mean,expr,0.011362125958055556
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::dna_damage_repair,mut,0.010821583553939966
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::receptor_tyrosine_kinase,expr,0.010801782981626876
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::pi3k_akt_mtor,meth,0.010280123091761047
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::drug_transport_metabolism,expr,0.009750147922069958
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::emt_adhesion,meth,0.009444786349163355
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::chromatin_hdac,prot,0.009105817416207185
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::microtubule_spindle,cnv,0.008898852736102464
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::global_mean,prot,0.008753764992932204
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::dna_damage_repair,meth,0.008579539587955536
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::receptor_tyrosine_kinase,cnv,0.008572702565531812
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::apoptosis,cnv,0.008386771214650411
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::mapk_signaling,prot,0.007954901543982953
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::proteasome_er_stress,prot,0.0075772420709368064
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::microtubule_spindle,mut,0.007417078772188369
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::chromatin_hdac,mut,0.0069619647902807585
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::oxidative_stress_ferroptosis,prot,0.006862361805212726
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::pi3k_akt_mtor,prot,0.006644307043514045
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::drug_transport_metabolism,meth,0.00612965489630162
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::drug_transport_metabolism,cnv,0.005806856695803022
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::proteasome_er_stress,meth,0.005562397746078982
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,meth::receptor_tyrosine_kinase,meth,0.004938877686211366
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,prot::cell_cycle_mitosis,prot,0.004897714924149003
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::cell_cycle_mitosis,mut,0.004725187693638571
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::proteasome_er_stress,cnv,0.004585811976775805
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::drug_transport_metabolism,mut,0.004425058000635673
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,mut::mapk_signaling,mut,0.004410185642851457
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::global_mean,expr,0.004266283925144547
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,cnv::global_mean,cnv,0.003997155242821227
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::proteasome_er_stress,expr,0.00371128021091539
ML210,RidgeCV,pathway_modules,multiomics_pathway,4,expr::chromatin_hdac,expr,0.0034735384124747193
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::oxidative_stress_ferroptosis,meth,0.0356998805353578
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::apoptosis,expr,0.03455964113566392
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::mapk_signaling,expr,0.030119884249204393
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::emt_adhesion,expr,0.029872644147844366
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::apoptosis,meth,0.02968636804107835
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::oxidative_stress_ferroptosis,expr,0.02956870572830104
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::global_abs_mean,cnv,0.02841742300871437
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::pi3k_akt_mtor,cnv,0.027560979962122777
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::dna_damage_repair,expr,0.02258556635815196
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,mut::microtubule_spindle,mut,0.02234510761643598
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::chromatin_hdac,meth,0.022127714683909082
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::global_abs_mean,expr,0.02176117902120668
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::cell_cycle_mitosis,meth,0.01911152303158748
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,mut::oxidative_stress_ferroptosis,mut,0.017383687386808865
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::global_mean,meth,0.016052330673124823
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::mapk_signaling,prot,0.015663561452955645
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::global_abs_mean,prot,0.013779637615563669
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::emt_adhesion,meth,0.012372168275712834
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::chromatin_hdac,cnv,0.011735697561941096
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::microtubule_spindle,meth,0.011148394761437998
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::microtubule_spindle,expr,0.009707285881852268
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::drug_transport_metabolism,expr,0.009386923320022656
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::oxidative_stress_ferroptosis,cnv,0.009142884917678161
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::pi3k_akt_mtor,meth,0.009076254729030822
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::mapk_signaling,cnv,0.008985638408232981
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::pi3k_akt_mtor,prot,0.008333744109700659
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::global_abs_mean,meth,0.008139866603989951
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::dna_damage_repair,cnv,0.008128695816192093
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::microtubule_spindle,cnv,0.007889738430503224
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::global_mean,cnv,0.0077841971404435965
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::apoptosis,prot,0.007634358921023852
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::emt_adhesion,cnv,0.006863291735997372
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::receptor_tyrosine_kinase,expr,0.0056476869054274785
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::cell_cycle_mitosis,cnv,0.005476834362595582
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::apoptosis,cnv,0.005003030771823095
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::proteasome_er_stress,expr,0.004919120106743618
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::drug_transport_metabolism,meth,0.004867710171862209
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::receptor_tyrosine_kinase,meth,0.004728094553964856
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,mut::cell_cycle_mitosis,mut,0.003761633167244857
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::drug_transport_metabolism,prot,0.003761215728927394
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,cnv::drug_transport_metabolism,cnv,0.0037374872926183578
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::cell_cycle_mitosis,prot,0.0036722415298470566
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::dna_damage_repair,meth,0.0035357143561978964
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,mut::chromatin_hdac,mut,0.0034961489915799476
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,expr::global_mean,expr,0.003434917069546607
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::chromatin_hdac,prot,0.0033114721990014726
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::receptor_tyrosine_kinase,prot,0.0028497343771210285
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,meth::mapk_signaling,meth,0.00258543796642614
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,prot::emt_adhesion,prot,0.002288819757295792
ML210,RidgeCV,pathway_modules,multiomics_pathway,5,mut::dna_damage_repair,mut,0.002257338832136229
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::drug_transport_metabolism,expr,0.01926180441147981
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::oxidative_stress_ferroptosis,expr,0.017775132679755716
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::mapk_signaling,expr,0.014766073143982619
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::drug_transport_metabolism,cnv,0.01305935942169659
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::global_abs_mean,expr,0.011249782233605463
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::global_abs_mean,meth,0.010682998484704687
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::global_abs_mean,prot,0.010509077732344038
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::drug_transport_metabolism,prot,0.010115947349511902
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::global_mean,prot,0.00980872208197731
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::chromatin_hdac,expr,0.009642445951924953
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::oxidative_stress_ferroptosis,meth,0.009559397059715731
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::microtubule_spindle,meth,0.009437543219219545
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::apoptosis,expr,0.00877551249374432
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::proteasome_er_stress,meth,0.008377663771192376
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::microtubule_spindle,mut,0.008366559696642137
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::cell_cycle_mitosis,mut,0.008325138549340172
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::dna_damage_repair,expr,0.007844618955977259
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::mapk_signaling,meth,0.006706906444417724
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::pi3k_akt_mtor,cnv,0.006356293653885002
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::pi3k_akt_mtor,prot,0.006345981530295491
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::oxidative_stress_ferroptosis,cnv,0.006293308846877572
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::microtubule_spindle,cnv,0.006179325898694675
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::dna_damage_repair,mut,0.005820914161704919
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::oxidative_stress_ferroptosis,mut,0.0058208964066901875
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::microtubule_spindle,prot,0.005610882139952417
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::chromatin_hdac,cnv,0.005180932710094136
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::cell_cycle_mitosis,cnv,0.004943271981143256
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::receptor_tyrosine_kinase,prot,0.004933573498240437
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::oxidative_stress_ferroptosis,prot,0.004831087165423198
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::apoptosis,cnv,0.004820179558411463
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::receptor_tyrosine_kinase,cnv,0.0047416950509344925
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::chromatin_hdac,meth,0.004606052801999022
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::global_mean,expr,0.004029272132009802
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::emt_adhesion,meth,0.003968142612699292
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::emt_adhesion,cnv,0.003802964360869221
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::cell_cycle_mitosis,prot,0.0037483991534852075
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::emt_adhesion,prot,0.0036745147673176693
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::chromatin_hdac,mut,0.003521602609618009
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::apoptosis,meth,0.003296364464145804
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::mapk_signaling,mut,0.0032895198256740524
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::receptor_tyrosine_kinase,meth,0.0027415578099197683
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::dna_damage_repair,meth,0.00271110004463568
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::global_mean,meth,0.0025687308237015882
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::proteasome_er_stress,prot,0.0019257295060620743
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::emt_adhesion,mut,0.0018903709320232664
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,meth::cell_cycle_mitosis,meth,0.0018878652770174037
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,prot::chromatin_hdac,prot,0.0018563018389065808
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,expr::receptor_tyrosine_kinase,expr,0.0018487174639935924
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,cnv::mapk_signaling,cnv,0.0017874092705938826
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,1,mut::receptor_tyrosine_kinase,mut,0.0016844076519208413
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::oxidative_stress_ferroptosis,expr,0.019722455544163825
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::drug_transport_metabolism,expr,0.01948457003652755
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::mapk_signaling,expr,0.013600041557331166
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,prot::global_mean,prot,0.012922405903627981
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,prot::drug_transport_metabolism,prot,0.011927210514968895
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::global_abs_mean,meth,0.011234092467020522
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::drug_transport_metabolism,cnv,0.010496588448817401
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::global_abs_mean,expr,0.009436402874584714
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,mut::cell_cycle_mitosis,mut,0.00903586579667896
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,prot::global_abs_mean,prot,0.008132101290605131
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::dna_damage_repair,expr,0.007586623739512866
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::apoptosis,expr,0.007509165120007318
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::oxidative_stress_ferroptosis,meth,0.007174507690930375
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::microtubule_spindle,meth,0.007140895884943698
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,prot::cell_cycle_mitosis,prot,0.006934354452295444
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::chromatin_hdac,cnv,0.006643531142771334
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,mut::microtubule_spindle,mut,0.006600483485661578
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,expr::chromatin_hdac,expr,0.006320394448289177
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::receptor_tyrosine_kinase,meth,0.006094028267563074
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::mapk_signaling,meth,0.0059900673265830635
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::dna_damage_repair,cnv,0.005794422287946633
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::global_mean,meth,0.005691985160479671
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,meth::proteasome_er_stress,meth,0.005663345899405947
CAY10618,RidgeCV,pathway_modules,multiomics_pathway,2,cnv::apoptosis,cnv,0.005278755682309635
