compound,model_family,strategy,omics_layer,fold,weight,weight_fraction
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.9642187389244476,0.8828107611447199
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.12799578921991706,0.11718923885528015
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.0,0.0
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.9599104977747577,0.9706517677959466
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.0,0.0
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.029023463530871985,0.029348232204053408
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,0.8782345174772457,0.9405629910513323
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.05549828493249209,0.05943700894866764
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.0,0.0
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,0.991322131121528,1.0
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.0,0.0
"1S,3R-RSL-3",RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.0,0.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,expr,1,0.9820769073517175,1.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,mut,1,0.0,0.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,1,0.0,0.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.9602348681153459,0.8129552363318254
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.11746613941743794,0.09944932880693867
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.10346472607890667,0.08759543486123583
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.9916991275543495,0.9461978464608325
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.0,0.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.056389421012644575,0.053802153539167445
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,0.9813744494121116,0.9610365733043768
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.0,0.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.03978798776528547,0.03896342669562323
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,0.8862726963788343,0.8921132146498787
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.0,0.0
KX2-391,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.10718046833710748,0.10788678535012126
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,1,0.9973875166286998,0.8171191967580358
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,1,0.16828288468350006,0.13786735172453227
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,1,0.05494407034124835,0.04501345151743198
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.9682425982181089,0.9386747339587528
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.0,0.0
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.06325698645128672,0.061325266041247245
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.9870439677742956,0.8325463696818098
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.12051965559418687,0.10165525044086622
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.07800874078888337,0.06579837987732391
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,1.0070063644948557,0.9037064158041227
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.08113205217978053,0.07280942670010014
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.0261685605518297,0.02348415749577716
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,1.0007459908496827,0.9202527035271458
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.0,0.0
Cytarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.08672268706239727,0.07974729647285404
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,expr,1,0.9793858641093408,0.8375068166636038
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,mut,1,0.13598844704739993,0.11628843703320993
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,1,0.054032127839115957,0.0462047463031862
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.9579814175394502,0.8322143887929019
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.1342921787688122,0.11666184899578369
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.05884975656835531,0.05112376221131454
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.9768068898269046,0.8886905128046283
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.0,0.0
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.12234616261672815,0.11130948719537159
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,1.0258739902158827,0.7800872722729447
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.1971967176281716,0.14995082341776372
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.09200521593917543,0.0699619043092915
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,1.049640016342877,0.8696461042459329
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.15733372989498606,0.13035389575406695
Leptomycin B,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.0,0.0
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,expr,1,0.7411136218302531,0.9060633474578215
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,mut,1,0.055785079490063116,0.06820116966159905
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,1,0.02105031285140327,0.02573548288057963
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.8952299473508812,0.9805597950426195
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.0,0.0
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.01774848790300408,0.019440204957380507
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.7366043374532876,1.0
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.0,0.0
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.0,0.0
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,0.8331461972236728,0.8621584990515022
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.049878982909693725,0.051615897885556816
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.08332404467883778,0.08622560306294091
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,0.7812762571378309,0.910452999068318
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.018669895256572033,0.0217567882977898
CAY10618,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.05817201288960855,0.06779021263389215
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,1,0.9596374685670924,0.9870439224133749
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,1,0.0,0.0
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,1,0.012596336612243242,0.012956077586625118
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.9916556128748066,0.7518929944120153
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.3272230310874066,0.24810700558798476
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.0,0.0
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.9217207458994976,0.8492439483372725
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.16362198477774392,0.15075605166272746
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.0,0.0
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,0.871062459585514,0.7757201556789051
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.25184565774085094,0.22427984432109496
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.0,0.0
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,1.007569776724878,0.9694203198382888
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.03178307786863099,0.030579680161711167
Gemcitabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.0,0.0
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,1,0.946550870189869,0.7061220369323378
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,1,0.35516014938203444,0.26494762829654384
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,1,0.03878087939508734,0.028930334771118456
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,2,0.9397695336025634,0.8211533314105784
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,2,0.1050945479586809,0.09182968279311776
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,2,0.0995866533438017,0.08701698579630368
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,3,0.9078435536434912,0.7554349702761575
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,3,0.15395273472118404,0.12810718224662546
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,3,0.13995315316782247,0.11645784747721713
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,4,0.979928883734469,0.8085660031353036
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,4,0.1536664319473215,0.12679435697639535
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,4,0.07833899757734611,0.06463963988830113
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,expr,5,0.9233467018575986,0.6991140933570721
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,mut,5,0.286543608359835,0.21695715657264025
Clofarabine,RidgeSelectK+PositiveStack,learned_late_fusion,cnv,5,0.11084790780901924,0.08392875007028765
