compound,coverage,aac_mean,aac_std,aac_min,aac_max,eligible,selection_score
N9-Isopropyl-olomoucine,511,0.12700622,0.05688014,0.0,0.35110417,True,29.065750934183598
WZ4002,384,0.13594224,0.07532748,0.00154039,0.56987476,True,28.92575168609619
"1,9-Pyrazoloanthrone",533,0.07256592,0.054263335,0.0,0.34846726,True,28.9223574064672
GANT-61,500,0.05572148,0.05782353,0.0,0.3603546,True,28.911765664815903
Nelarabine,489,0.024436625,0.059093878,0.0,0.513321,True,28.896906182169914
Necrosulfonamide,326,0.16836703,0.088354714,0.0,0.6020292,True,28.803636834025383
KU-60019,500,0.09387862,0.057483412,0.0,0.36304456,True,28.741706162691116
SID 26681509,440,0.12523797,0.065140046,0.0,0.49474528,True,28.661620318889618
Degrasyn,457,0.24064471,0.061944988,0.02936791,0.45266172,True,28.30885934457183
BRD-K24690302,521,0.05007293,0.053888876,0.0,0.4379527,True,28.076104391366243
StemRegenin 1,530,0.103602596,0.052943338,0.0,0.37613016,True,28.05996898561716
BMS-345541 free base,508,0.19065556,0.055060122,0.0,0.35507578,True,27.970542058348656
NPC-26,456,0.039203297,0.060988214,0.0,0.28637704,True,27.81062552332878
Tacrolimus,479,0.05569248,0.057969555,0.0,0.6463988,True,27.76741696894169
GW-405833,532,0.1106358,0.051892385,0.0,0.2988693,True,27.60674875974655
Osi-930,379,0.10382907,0.07266753,0.0,0.36813378,True,27.540994502604008
BRD-K29313308,521,0.05336642,0.052352853,0.0,0.27725995,True,27.2758364751935
KU-55933,524,0.0860605,0.051295977,0.0,0.40199885,True,26.87909199297428
piperlongumine:MST-312 (1:1 mol/mol),428,0.15941937,0.0626076,0.01446198,0.46228933,True,26.79605334997177
Sgx-523,513,0.03581575,0.05217362,0.0,0.66785973,True,26.765066150575876
Methylstat,376,0.1542844,0.07114937,0.0,0.46232265,True,26.75216370820999
BRD-K85133207,514,0.045584626,0.05188514,0.0,0.5403913,True,26.66896154731512
SRT-1720,489,0.054710902,0.054382555,0.0,0.2401375,True,26.59306948632002
PF-543,529,0.066583835,0.049885552,0.0,0.43038368,True,26.38945720717311
Mdivi-1,522,0.06380528,0.050500676,0.0,0.34558886,True,26.361352890729904
BRD-M00053801,318,0.105459504,0.08181833,0.0,0.32245585,True,26.018228083848953
Vorapaxar,519,0.05712866,0.049901213,0.0,0.3412061,True,25.89872980490327
16-beta-bromoandrosterone,489,0.037037443,0.052363116,0.0,0.35960537,True,25.60556386783719
Sildenafil,514,0.04653799,0.04946064,0.0,0.3790701,True,25.422768093645573
Fingolimod,510,0.18032953,0.049828704,0.04587298,0.4639418,True,25.412639267742634
Tacedinaline,380,0.09656485,0.066432044,0.0,0.3366823,True,25.24417668581009
Betulinic acid,491,0.022033758,0.050861772,0.0,0.43343484,True,24.973130125552416
HLI 373,519,0.07798717,0.04811013,0.0,0.30450675,True,24.969158079475164
Repligen 136,432,0.04618999,0.05765396,0.0,0.3605411,True,24.906510651111603
N-Hexanoylsphingosine,544,0.035249114,0.04574808,0.0,0.276493,True,24.886956095695496
BRD-K02251932,435,0.03686534,0.05705324,0.0,0.83026457,True,24.818158596754074
CI-976,446,0.040368717,0.055627394,0.0,0.27376443,True,24.80981793254614
Avicin D,260,0.3379709,0.09523481,0.04520328,0.716015,True,24.761050939559937
BRD1835,527,0.044901658,0.04684049,0.0,0.31086704,True,24.68493765592575
Bardoxolone methyl,320,0.45148706,0.07625806,0.0,0.77765125,True,24.40258026123047
CIL56,255,0.12845021,0.09569605,0.0,0.4759928,True,24.402491971850395
CCT036477,537,0.047726177,0.04535226,0.0,0.26742083,True,24.35416443273425
TG-100-115,526,0.049224388,0.046296492,0.0,0.279083,True,24.35195490717888
Itraconazole,472,0.051929023,0.051524684,0.0,0.3425794,True,24.319650769233704
Necrostatin-7,502,0.04449963,0.04839283,0.0,0.31902853,True,24.293199934065342
FQI-1,278,0.18062979,0.08730508,0.0,0.4182915,True,24.27081124484539
BRD-K41597374,537,0.051665545,0.04510296,0.0,0.33089715,True,24.22029025107622
Marinopyrrole A,349,0.23933218,0.06919593,0.0130791,0.6437078,True,24.14938084036112
BMS-270394,523,0.034553304,0.045484617,0.0,0.3306181,True,23.78845487535
BRD-K88742110,522,0.045045756,0.045508794,0.0,0.25925097,True,23.755590721964836
Fumonisin B(1),510,0.030210838,0.046300236,0.0,0.42601246,True,23.613120429217815
NSC19630,349,0.05639125,0.0675896,0.0,0.5931555,True,23.5887715741992
HC-067047,478,0.06562669,0.049023833,0.0,0.36894336,True,23.433392234146595
GSK2636771,392,0.05382389,0.059722126,0.0,0.3657562,True,23.411073207855225
Platinum,524,0.02453324,0.044629313,0.0,0.5264193,True,23.38576003909111
BRD-K50799972,536,0.039291576,0.043354765,0.0,0.25714174,True,23.23815381526947
BRD9647,523,0.0415383,0.04438839,0.0,0.30780232,True,23.215128533542156
MLN2480,270,0.064934485,0.085698105,0.0,0.9212628,True,23.138488456606865
PDMP,510,0.10141643,0.044784274,0.00868186,0.32545754,True,22.839979715645313
Bendamustine,456,0.040503986,0.049931284,0.0,0.29016364,True,22.76866552233696
KIN001-135,422,0.029166743,0.053939305,0.0,0.7918348,True,22.762386813759804
Semagacestat,527,0.043202084,0.042984158,0.0,0.30296436,True,22.65265116095543
Carboplatinum,535,0.029223232,0.04221347,0.0,0.38527036,True,22.58420631289482
AC55649,513,0.027785309,0.043961626,0.0,0.42175755,True,22.552313905209303
Sotrastaurin,347,0.057859283,0.06394889,0.0,0.42840007,True,22.19026554375887
AT-406,265,0.0597409,0.08329519,0.0,0.5318142,True,22.073225043714046
L-685458,484,0.030841945,0.045582183,0.0,0.3038026,True,22.06177642941475
SCH-529074,468,0.1556719,0.04712284,0.01646241,0.315411,True,22.053489044308662
pifithrin-mu,534,0.040085692,0.041205004,0.0,0.22731204,True,22.003472059965134
Avrainvillamide,357,0.06382931,0.061208155,0.0,0.45888782,True,21.851311337202787
ML050,495,0.04001979,0.043711837,0.0,0.30345732,True,21.637359503656626
BRD-A94377914,279,0.12909499,0.0773619,0.0,0.46944436,True,21.58396916091442
BRD-A02303741:carboplatin (1:1 mol/mol),479,0.038728386,0.044742286,0.0,0.28632268,True,21.431555092334747
Lomeguatrib,545,0.049677864,0.039097443,0.0,0.34528238,True,21.308106556534767
Bax Channel Blocker,414,0.084759995,0.05132186,0.0,0.33790255,True,21.247250206768513
MK-0752,502,0.032309838,0.041854065,0.0,0.3153114,True,21.01074058562517
CAY10594,499,0.058377903,0.042087812,0.0,0.2600024,True,21.001818176358938
Procarbazine,500,0.021399833,0.04180623,0.0,0.32589376,True,20.90311422944069
BRD6340,535,0.047123082,0.039070483,0.0,0.3041232,True,20.902708563953638
BRD-A02303741,485,0.020671502,0.043093663,0.0,0.40108106,True,20.900426413863897
ML083,517,0.026914233,0.04037746,0.0,0.26321387,True,20.87514703720808
BRD-K51490254,505,0.028611582,0.04127022,0.0,0.28127587,True,20.84146048873663
SB-431542,514,0.03415365,0.040431812,0.0,0.2826103,True,20.78195157647133
BMS-195614,502,0.032729506,0.04130034,0.0,0.30136874,True,20.732771426439285
BRD-A71883111,498,0.036884423,0.0414731,0.0,0.24962857,True,20.653604708611965
BRD-K33199242,489,0.02597079,0.041994393,0.0,0.2708636,True,20.53525811433792
BRD-K71781559,453,0.039505932,0.045305833,0.0,0.3769013,True,20.52354244887829
BRD8958,481,0.01725736,0.0424797,0.0,0.4284181,True,20.432736344635487
XL765,507,0.027696585,0.03961961,0.0,0.37235007,True,20.087142124772072
Veliparib dihydrochloride,541,0.029239276,0.03697498,0.0,0.24638738,True,20.003464952111244
IU1,485,0.03499629,0.040815912,0.0,0.318038,True,19.795717410743237
Trifluoperazine,491,0.05580436,0.040312354,0.0,0.30222574,True,19.793365579098463
NSC 74859,498,0.028481195,0.03967657,0.0,0.29850057,True,19.758931562304497
Azacitidine,454,0.03411715,0.04326412,0.0,0.29966855,True,19.64191085100174
ELCPK,260,0.14649755,0.07519807,0.0,0.3746574,True,19.551497995853424
SKI-II,471,0.03747388,0.041487135,0.0,0.23747729,True,19.54044058173895
NSC30930,526,0.027140422,0.0370284,0.0,0.3266448,True,19.476937539875507
JW-74,353,0.061360363,0.05510625,0.0,0.34271318,True,19.45250579342246
Skepinone-L,268,0.08574871,0.07236759,0.0,0.410774,True,19.394515097141266
BRD-K13999467,511,0.03763721,0.037942715,0.0,0.22793733,True,19.388727359473705
ML203,494,0.02572123,0.038961936,0.0,0.3335786,True,19.247196279466152
IC-87114,512,0.024887867,0.03759195,0.0,0.3055666,True,19.24707794189453
CIL70,278,0.080779724,0.068901464,0.0,0.37518492,True,19.154607087373734
YL54,467,0.026905462,0.040278625,0.0,0.38094312,True,18.81011775508523
Azd-1480,251,0.09003682,0.074665494,0.0,0.40389287,True,18.74103906005621
VU0155056,532,0.037119824,0.035222348,0.0,0.21425714,True,18.738289043307304
Turofexorate isopropyl,508,0.029240154,0.036839917,0.0,0.2760416,True,18.71467798948288
IPR-456,535,0.043925777,0.034694012,0.0,0.31276396,True,18.561296556144953
JW-480,475,0.031973697,0.038878027,0.0,0.3593127,True,18.46706299111247
BRD-K19103580,505,0.03753116,0.036513466,0.0,0.2781263,True,18.439300525933504
CIL55A,276,0.18600357,0.06680514,0.03850662,0.63739574,True,18.438218414783478
Sonidegib,507,0.032067437,0.036278397,0.0,0.2046565,True,18.393147200345993
AGK-2,454,0.03069226,0.040372163,0.0,0.2876703,True,18.32896202802658
EX-527,507,0.020304995,0.03614625,0.0,0.24698764,True,18.326148558408022
BRD8899,520,0.021356346,0.034734834,0.0,0.27615625,True,18.06211367249489
GSK4112,517,0.023260688,0.03490241,0.0,0.26816037,True,18.04454530775547
Pyr-41,496,0.031112848,0.0362616,0.0,0.3930732,True,17.98575335741043
Pandacostat,478,0.037181318,0.037057888,0.0,0.28142548,True,17.71367035061121
BRD-K07442505,505,0.029786177,0.03410016,0.0,0.23306991,True,17.22058080136776
BRD-K55473186,341,0.029299937,0.05043942,0.0,0.35513893,True,17.19984259083867
Compound 1541A,477,0.021450343,0.035648774,0.0,0.2230686,True,17.004465367645025
ML258,473,0.021916717,0.035832543,0.0,0.32427546,True,16.948792804032564
CID-5951923,502,0.026801191,0.033743784,0.0,0.24214837,True,16.93937948346138
PRL-3 Inhibitor I,463,0.0220868,0.036251277,0.0,0.23722227,True,16.784341126680374
pitstop2,359,0.029837277,0.04664399,0.0,0.36943635,True,16.745192777365446
CHEMBL374350,491,0.05449699,0.03403764,0.0,0.2346746,True,16.71248048171401
MI-2,254,0.06908872,0.06464209,0.0,0.4091978,True,16.419090002775192
UNC0321,529,0.017035468,0.031014614,0.0,0.2428126,True,16.406730704009533
Etomoxir,512,0.035966665,0.03147608,0.0,0.21342862,True,16.115753173828125
Palmostatin B,353,0.019905953,0.04518664,0.0,0.43256828,True,15.950883507728577
A-804598,357,0.031445026,0.044344425,0.0,0.46049252,True,15.830959796905518
BRD-K14844214,449,0.026597068,0.03480501,0.0,0.29634798,True,15.627449940890074
cyanoquinoline 11,277,0.10254674,0.056152236,0.0,0.34754166,True,15.554169293493032
Myricetin,510,0.018700603,0.030131755,0.0,0.243875,True,15.367195252329111
BRD-K04800985,456,0.020654887,0.03369585,0.0,0.264198,True,15.365307837724686
CIL41,278,0.06140484,0.05454692,0.0,0.39219573,True,15.16404340416193
BRD-K42260513,260,0.035512444,0.055247363,0.0,0.32795852,True,14.364314302802086
BRD-K52037352,401,0.021720644,0.035540946,0.0,0.39746752,True,14.251919277012348
BRD-K09587429,450,0.014659871,0.030888522,0.0,0.38498124,True,13.899834919720888
KH-CB19,367,0.01815873,0.037078,0.0,0.387358,True,13.607626222074032
VAF-347,334,0.02439171,0.039096817,0.0,0.2502508,True,13.05833700299263
RO4929097,258,0.03669714,0.049390376,0.0,0.26764348,True,12.742716908454895
BRD-K79669418,261,0.033644564,0.04873654,0.0,0.25863162,True,12.720236610621214
Isonicotinohydroxamic acid,339,0.016337156,0.03442047,0.0,0.23917592,True,11.668539885431528
BRD-K27188169,266,0.033130147,0.04164217,0.0,0.39930612,True,11.076817326247692
CBB-1007,259,0.029584985,0.039195843,0.0,0.24866468,True,10.151723347604275
BRD-K90370028,252,0.034159563,0.0399125,0.0,0.24585342,True,10.057949870824814
SZ4TA2,266,0.02587392,0.03765292,0.0,0.26074496,True,10.015676967799664
PF 4800567 Hydrochloride,259,0.04213504,0.037217207,0.0,0.21489689,True,9.639256678521633
BRD-K20514654,282,0.019991787,0.03215249,0.0,0.20287824,True,9.067001849412918
Darinaparsin,276,0.014282934,0.03072638,0.0,0.30527672,True,8.480481058359146
BCL-LZH-4,265,0.029437467,0.03102151,0.0,0.16935626,True,8.220699969679117
