model_family,strategy,omics_layer,feature_key,feature_set_description,mean_pearson,mean_r2,recommended_shap_compounds,notebook,processed_dir,results_dir
XGBoost,single_omics,expr,expr,"1,000 variance-selected expression features; batch-correct expr per CV fold",0.5035523354455008,0.23529937752931743,Vincristine; BI-2536; Clofarabine,02_model_development_multiomics_batch_corrected.ipynb,/Users/abisolaajuwon/Documents/Developments/Multi-Omics-Mechanism-Modelling-ACC/data/processed,/Users/abisolaajuwon/Documents/Developments/Multi-Omics-Mechanism-Modelling-ACC/data/model_results_batch_corrected
